SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
145100,Glendowie South,Auckland,Maori,182,172,166,114,70,95%,91%,61%
145100,Glendowie South,Auckland,Pacific Peoples,156,144,140,98,47,92%,90%,48%
145200,Oranga,Auckland,Maori,335,305,295,187,92,91%,88%,49%
145200,Oranga,Auckland,Pacific Peoples,"1,019",954,924,675,300,94%,91%,44%
145300,Mount Wellington North West,Auckland,Maori,134,122,120,87,43,91%,90%,49%
145300,Mount Wellington North West,Auckland,Pacific Peoples,169,156,156,130,63,92%,92%,48%
145400,Panmure Glen Innes Industrial,Auckland,Maori,59,55,53,31,19,93%,90%,61%
145400,Panmure Glen Innes Industrial,Auckland,Pacific Peoples,63,58,56,44,21,92%,89%,48%
145500,Onehunga-Te Papapa Industrial,Auckland,Maori,113,101,95,74,45,89%,84%,61%
145500,Onehunga-Te Papapa Industrial,Auckland,Pacific Peoples,161,146,138,107,42,91%,86%,39%
145600,Te Papapa,Auckland,Maori,276,Masked,254,188,104,>95%,92%,55%
145600,Te Papapa,Auckland,Pacific Peoples,597,Masked,555,414,193,>95%,93%,47%
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Maori,628,573,540,334,169,91%,86%,51%
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Pacific Peoples,"1,283",Masked,"1,179",810,303,>95%,92%,37%
145900,Penrose,Auckland,Maori,68,57,55,46,26,84%,81%,57%
145900,Penrose,Auckland,Pacific Peoples,109,100,96,79,35,92%,88%,44%
146000,Mount Wellington North East,Auckland,Maori,109,101,98,75,40,93%,90%,53%
146000,Mount Wellington North East,Auckland,Pacific Peoples,116,Masked,Masked,96,46,>95%,>95%,48%
146100,Mangere Bridge Ambury,Counties Manukau,Maori,396,Masked,371,266,159,>95%,94%,60%
146100,Mangere Bridge Ambury,Counties Manukau,Pacific Peoples,659,609,597,478,262,92%,91%,55%
146200,Mount Wellington Ferndale,Auckland,Maori,313,Masked,292,199,114,>95%,93%,57%
146200,Mount Wellington Ferndale,Auckland,Pacific Peoples,624,Masked,585,441,218,>95%,94%,49%
146300,Point England,Auckland,Maori,819,723,687,408,181,88%,84%,44%
146300,Point England,Auckland,Pacific Peoples,"1,810","1,678","1,619",1138,471,93%,89%,41%
146400,Bucklands Beach North,Counties Manukau,Maori,54,47,47,38,25,87%,87%,66%
146400,Bucklands Beach North,Counties Manukau,Pacific Peoples,52,42,42,34,17,81%,81%,50%
146500,Mount Wellington East,Auckland,Maori,198,173,167,99,45,87%,84%,45%
146500,Mount Wellington East,Auckland,Pacific Peoples,458,Masked,430,314,163,>95%,94%,52%
146600,Mount Wellington West,Auckland,Maori,287,263,255,167,70,92%,89%,42%
146600,Mount Wellington West,Auckland,Pacific Peoples,569,Masked,538,413,210,>95%,95%,51%
146700,Panmure West,Auckland,Pacific Peoples,40,35,33,27,11,88%,82%,41%
146800,Mangere Bridge,Counties Manukau,Maori,416,392,384,279,172,94%,92%,62%
146800,Mangere Bridge,Counties Manukau,Pacific Peoples,683,619,604,465,261,91%,88%,56%
146900,Oneroa East-Palm Beach,Auckland,Maori,64,54,53,39,12,84%,83%,31%
147000,Tamaki,Auckland,Maori,721,655,626,399,193,91%,87%,48%
147000,Tamaki,Auckland,Pacific Peoples,"1,235","1,151","1,124",800,362,93%,91%,45%
147100,Panmure East,Auckland,Maori,352,318,300,215,102,90%,85%,47%
147100,Panmure East,Auckland,Pacific Peoples,523,Masked,490,357,183,>95%,94%,51%
147200,Mount Wellington Central,Auckland,Maori,400,371,356,260,147,93%,89%,57%
147200,Mount Wellington Central,Auckland,Pacific Peoples,677,617,605,449,225,91%,89%,50%
147500,Mangere Mountain View,Counties Manukau,Maori,581,538,513,349,194,93%,88%,56%
147500,Mangere Mountain View,Counties Manukau,Pacific Peoples,"1,451","1,314","1,282",907,419,91%,88%,46%
147600,Surfdale,Auckland,Maori,179,168,160,108,64,94%,89%,59%
147800,Half Moon Bay West,Counties Manukau,Maori,88,79,78,56,33,90%,89%,59%
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,63,Masked,Masked,48,30,>95%,>95%,62%
147900,Auckland Airport,Counties Manukau,Maori,237,220,215,141,65,93%,91%,46%
147900,Auckland Airport,Counties Manukau,Pacific Peoples,117,82,79,62,31,70%,68%,50%
148000,Eastern Beach,Counties Manukau,Maori,47,44,44,33,21,94%,94%,64%
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Maori,135,Masked,Masked,95,58,>95%,>95%,61%
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,94,Masked,Masked,72,44,>95%,>95%,61%
148200,Favona North,Counties Manukau,Maori,325,283,269,176,91,87%,83%,52%
148200,Favona North,Counties Manukau,Pacific Peoples,"1,570","1,446","1,420",1067,466,92%,90%,44%
148400,Farm Cove,Counties Manukau,Maori,63,Masked,Masked,51,36,>95%,>95%,71%
148500,Mangere North,Counties Manukau,Maori,299,250,238,144,59,84%,80%,41%
148500,Mangere North,Counties Manukau,Pacific Peoples,"1,237","1,136","1,103",769,341,92%,89%,44%
148600,Favona West,Counties Manukau,Maori,349,Masked,311,169,61,>95%,89%,36%
148600,Favona West,Counties Manukau,Pacific Peoples,"1,934","1,804","1,754",1234,575,93%,91%,47%
148700,Ostend,Auckland,Maori,154,146,142,100,59,95%,92%,59%
148700,Ostend,Auckland,Pacific Peoples,43,40,39,30,12,93%,91%,40%
148900,Mangere West,Counties Manukau,Maori,609,522,491,301,132,86%,81%,44%
148900,Mangere West,Counties Manukau,Pacific Peoples,"2,556","2,331","2,277",1599,679,91%,89%,42%
149000,Pakuranga West,Counties Manukau,Maori,392,358,350,240,119,91%,89%,50%
149000,Pakuranga West,Counties Manukau,Pacific Peoples,463,Masked,Masked,319,149,>95%,>95%,47%
149100,Mount Wellington South West,Auckland,Maori,310,284,274,163,74,92%,88%,45%
149100,Mount Wellington South West,Auckland,Pacific Peoples,649,614,608,443,222,95%,94%,50%
149200,Sunnyhills East,Counties Manukau,Maori,126,Masked,Masked,83,45,>95%,>95%,54%
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,72,Masked,Masked,50,32,>95%,>95%,64%
149300,Half Moon Bay South East,Counties Manukau,Maori,150,141,138,98,46,94%,92%,47%
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,153,136,134,100,46,89%,88%,46%
149400,Favona East,Counties Manukau,Maori,359,318,309,195,79,89%,86%,41%
149400,Favona East,Counties Manukau,Pacific Peoples,"2,091","1,942","1,889",1347,637,93%,90%,47%
149500,Mount Wellington South East,Auckland,Maori,450,418,390,243,115,93%,87%,47%
149500,Mount Wellington South East,Auckland,Pacific Peoples,"1,235","1,147","1,118",801,355,93%,91%,44%
149700,Bucklands Beach South,Counties Manukau,Maori,99,92,90,54,29,93%,91%,54%
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,104,92,91,55,31,88%,88%,56%
149800,Pakuranga Central,Counties Manukau,Maori,255,Masked,233,155,76,>95%,91%,49%
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,343,318,312,235,127,93%,91%,54%
149900,Awhitu,Counties Manukau,Maori,261,212,207,144,77,81%,79%,53%
149900,Awhitu,Counties Manukau,Pacific Peoples,53,44,44,37,15,83%,83%,41%
150000,Harania North,Counties Manukau,Maori,408,363,342,196,75,89%,84%,38%
150000,Harania North,Counties Manukau,Pacific Peoples,"2,703","2,538","2,451",1709,763,94%,91%,45%
150100,Otahuhu Central,Auckland,Maori,296,262,251,182,72,89%,85%,40%
150100,Otahuhu Central,Auckland,Pacific Peoples,595,Masked,Masked,452,192,>95%,>95%,42%
150200,Mangere Central,Counties Manukau,Maori,469,424,402,243,109,90%,86%,45%
150200,Mangere Central,Counties Manukau,Pacific Peoples,"2,164","1,992","1,938",1391,635,92%,90%,46%
150300,Otahuhu North,Auckland,Maori,397,330,310,189,82,83%,78%,43%
150300,Otahuhu North,Auckland,Pacific Peoples,"1,646",Masked,"1,561",1139,491,>95%,95%,43%
150400,Howick West,Counties Manukau,Maori,151,Masked,Masked,94,50,>95%,>95%,53%
150400,Howick West,Counties Manukau,Pacific Peoples,133,Masked,Masked,98,61,>95%,>95%,62%
150500,Pakuranga Heights North West,Counties Manukau,Maori,219,188,185,100,41,86%,84%,41%
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,216,196,188,143,75,91%,87%,52%
150600,Mellons Bay,Counties Manukau,Maori,99,Masked,93,66,48,>95%,94%,73%
150600,Mellons Bay,Counties Manukau,Pacific Peoples,43,35,34,29,19,81%,79%,66%
150700,Pakuranga Heights East,Counties Manukau,Maori,241,221,214,151,62,92%,89%,41%
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,217,Masked,Masked,146,70,>95%,>95%,48%
150800,Sutton Park,Counties Manukau,Maori,426,377,361,214,108,88%,85%,50%
150800,Sutton Park,Counties Manukau,Pacific Peoples,"2,444","2,293","2,245",1627,741,94%,92%,46%
150900,Otahuhu East,Auckland,Maori,273,249,240,150,67,91%,88%,45%
150900,Otahuhu East,Auckland,Pacific Peoples,907,855,840,628,268,94%,93%,43%
151000,Mangere South,Counties Manukau,Maori,343,314,300,177,74,92%,87%,42%
151000,Mangere South,Counties Manukau,Pacific Peoples,"1,901","1,725","1,680",1245,590,91%,88%,47%
151100,Onetangi,Auckland,Maori,100,89,88,54,29,89%,88%,54%
151200,Harania South,Counties Manukau,Maori,447,383,369,240,110,86%,83%,46%
151200,Harania South,Counties Manukau,Pacific Peoples,"1,873","1,778","1,734",1230,576,95%,93%,47%
151300,Highland Park (Auckland),Counties Manukau,Maori,144,134,130,101,56,93%,90%,55%
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,177,Masked,Masked,111,58,>95%,>95%,52%
151400,Otahuhu South West,Auckland,Maori,523,451,433,296,157,86%,83%,53%
151400,Otahuhu South West,Auckland,Pacific Peoples,"1,512",Masked,"1,413",1057,469,>95%,93%,44%
151500,Pakuranga Heights South West,Counties Manukau,Maori,245,231,222,151,78,94%,91%,52%
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,347,Masked,Masked,249,111,>95%,>95%,45%
151600,Mangere Mascot,Counties Manukau,Maori,441,396,372,221,108,90%,84%,49%
151600,Mangere Mascot,Counties Manukau,Pacific Peoples,"2,295","2,126","2,072",1484,699,93%,90%,47%
151700,Waiheke East,Auckland,Maori,68,57,55,36,18,84%,81%,50%
151800,Massey Road West,Counties Manukau,Maori,433,397,382,229,97,92%,88%,42%
151800,Massey Road West,Counties Manukau,Pacific Peoples,"2,099","1,940","1,884",1378,641,92%,90%,47%
151900,Otahuhu South,Auckland,Maori,428,388,374,266,133,91%,87%,50%
151900,Otahuhu South,Auckland,Pacific Peoples,"1,431",Masked,"1,338",1006,447,>95%,94%,44%
152000,Howick Central,Counties Manukau,Maori,152,143,137,95,50,94%,90%,53%
152000,Howick Central,Counties Manukau,Pacific Peoples,126,Masked,117,82,48,>95%,93%,59%
152100,Massey Road North,Counties Manukau,Maori,415,362,349,212,101,87%,84%,48%
152100,Massey Road North,Counties Manukau,Pacific Peoples,"1,521","1,431","1,408",1030,481,94%,93%,47%
152200,Botany Downs West,Counties Manukau,Maori,91,86,81,61,39,95%,89%,64%
152200,Botany Downs West,Counties Manukau,Pacific Peoples,110,Masked,Masked,74,27,>95%,>95%,36%
152400,Howick East,Counties Manukau,Maori,167,143,141,109,70,86%,84%,64%
152400,Howick East,Counties Manukau,Pacific Peoples,84,78,74,63,37,93%,88%,59%
152500,Burswood,Counties Manukau,Maori,58,53,52,38,21,91%,90%,55%
152500,Burswood,Counties Manukau,Pacific Peoples,88,Masked,83,65,46,>95%,94%,71%
152600,Massey Road South,Counties Manukau,Maori,223,188,180,108,60,84%,81%,56%
152600,Massey Road South,Counties Manukau,Pacific Peoples,"1,046",989,972,710,319,95%,93%,45%
152800,Mangere South East,Counties Manukau,Maori,371,337,325,223,111,91%,88%,50%
152800,Mangere South East,Counties Manukau,Pacific Peoples,"1,903","1,778","1,744",1270,608,93%,92%,48%
152900,Botany Downs East,Counties Manukau,Maori,66,Masked,Masked,49,32,>95%,>95%,65%
152900,Botany Downs East,Counties Manukau,Pacific Peoples,70,Masked,66,51,34,>95%,94%,67%
153000,Grange,Counties Manukau,Maori,249,226,217,132,50,91%,87%,38%
153000,Grange,Counties Manukau,Pacific Peoples,"1,148","1,084","1,052",744,338,94%,92%,45%
153100,Golflands,Counties Manukau,Maori,79,75,73,52,38,95%,92%,73%
153100,Golflands,Counties Manukau,Pacific Peoples,67,Masked,Masked,57,36,>95%,>95%,63%
153200,Aorere North,Counties Manukau,Maori,187,166,160,102,50,89%,86%,49%
153200,Aorere North,Counties Manukau,Pacific Peoples,833,779,758,541,253,94%,91%,47%
153300,Mangere East,Counties Manukau,Maori,357,Masked,323,209,105,>95%,90%,50%
153300,Mangere East,Counties Manukau,Pacific Peoples,"1,560",Masked,"1,481",1102,565,>95%,95%,51%
153400,Cockle Bay,Counties Manukau,Maori,142,Masked,Masked,109,69,>95%,>95%,63%
153400,Cockle Bay,Counties Manukau,Pacific Peoples,72,Masked,Masked,56,35,>95%,>95%,62%
153500,Otara West,Counties Manukau,Maori,617,527,479,265,115,85%,78%,43%
153500,Otara West,Counties Manukau,Pacific Peoples,"1,953","1,763","1,706",1182,476,90%,87%,40%
153600,Aorere Central,Counties Manukau,Maori,251,235,230,147,69,94%,92%,47%
153600,Aorere Central,Counties Manukau,Pacific Peoples,"1,035",965,948,713,337,93%,92%,47%
153700,Northpark North,Counties Manukau,Maori,63,58,57,46,27,92%,90%,59%
153700,Northpark North,Counties Manukau,Pacific Peoples,73,67,65,52,34,92%,89%,65%
153800,Somerville,Counties Manukau,Maori,98,Masked,91,77,47,>95%,93%,61%
153800,Somerville,Counties Manukau,Pacific Peoples,92,84,84,67,40,91%,91%,60%
153900,Northpark South,Counties Manukau,Pacific Peoples,64,Masked,Masked,55,32,>95%,>95%,58%
154000,Papatoetoe North,Counties Manukau,Maori,433,373,363,254,122,86%,84%,48%
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,"1,383",Masked,"1,287",1002,538,>95%,93%,54%
154100,Dingwall,Counties Manukau,Maori,276,251,245,168,98,91%,89%,58%
154100,Dingwall,Counties Manukau,Pacific Peoples,751,Masked,711,557,294,>95%,95%,53%
154200,Aorere South,Counties Manukau,Maori,558,504,484,300,154,90%,87%,51%
154200,Aorere South,Counties Manukau,Pacific Peoples,"1,877","1,779","1,751",1340,709,95%,93%,53%
154300,Shelly Park,Counties Manukau,Maori,90,Masked,85,63,37,>95%,94%,59%
154300,Shelly Park,Counties Manukau,Pacific Peoples,53,50,50,36,17,94%,94%,47%
154400,Otara Central,Counties Manukau,Maori,452,387,365,209,92,86%,81%,44%
154400,Otara Central,Counties Manukau,Pacific Peoples,"1,674","1,501","1,453",1024,425,90%,87%,42%
154500,Huntington Park,Counties Manukau,Maori,70,Masked,Masked,48,24,>95%,>95%,50%
154500,Huntington Park,Counties Manukau,Pacific Peoples,77,Masked,Masked,60,32,>95%,>95%,53%
154700,Botany North,Counties Manukau,Maori,68,Masked,Masked,47,31,>95%,>95%,66%
154700,Botany North,Counties Manukau,Pacific Peoples,72,Masked,Masked,56,28,>95%,>95%,50%
154800,Papatoetoe West,Counties Manukau,Maori,469,444,427,276,148,95%,91%,54%
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,"1,567","1,474","1,450",1109,556,94%,93%,50%
154900,Papatoetoe Central,Counties Manukau,Maori,434,403,396,279,163,93%,91%,58%
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,"1,102",Masked,Masked,877,498,>95%,>95%,57%
155000,Sunkist Bay,Counties Manukau,Maori,182,Masked,Masked,135,80,>95%,>95%,59%
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,56,Masked,Masked,46,27,>95%,>95%,59%
155100,Otara East,Counties Manukau,Maori,603,544,512,290,132,90%,85%,46%
155100,Otara East,Counties Manukau,Pacific Peoples,"2,361","2,200","2,133",1521,631,93%,90%,41%
155200,Redcastle,Counties Manukau,Maori,115,106,101,82,51,92%,88%,62%
155200,Redcastle,Counties Manukau,Pacific Peoples,196,180,176,134,78,92%,90%,58%
155300,Botany East,Counties Manukau,Maori,52,Masked,Masked,37,21,>95%,>95%,57%
155300,Botany East,Counties Manukau,Pacific Peoples,67,63,63,58,47,94%,94%,81%
155400,Botany South,Counties Manukau,Maori,102,93,92,65,39,91%,90%,60%
155400,Botany South,Counties Manukau,Pacific Peoples,99,Masked,Masked,80,44,>95%,>95%,55%
155500,Manukau Central,Counties Manukau,Maori,209,185,176,119,52,89%,84%,44%
155500,Manukau Central,Counties Manukau,Pacific Peoples,277,258,248,192,74,93%,90%,39%
155600,Papatoetoe East,Counties Manukau,Maori,430,392,375,253,132,91%,87%,52%
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,"1,296","1,220","1,195",924,494,94%,92%,53%
155700,Otara South,Counties Manukau,Maori,525,458,420,249,103,87%,80%,41%
155700,Otara South,Counties Manukau,Pacific Peoples,"2,421","2,181","2,112",1479,606,90%,87%,41%
155800,Ferguson,Counties Manukau,Maori,748,615,579,340,154,82%,77%,45%
155800,Ferguson,Counties Manukau,Pacific Peoples,"2,738","2,525","2,440",1696,644,92%,89%,38%
155900,Papatoetoe South West,Counties Manukau,Maori,416,376,364,232,111,90%,88%,48%
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,"1,333",Masked,"1,255",936,488,>95%,94%,52%
156100,Dannemora North,Counties Manukau,Maori,69,59,59,42,19,86%,86%,45%
156100,Dannemora North,Counties Manukau,Pacific Peoples,119,109,108,83,48,92%,91%,58%
156200,Papatoetoe South,Counties Manukau,Maori,375,335,316,211,115,89%,84%,55%
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,906,Masked,Masked,692,370,>95%,>95%,53%
156300,East Tamaki Heights,Counties Manukau,Maori,53,43,42,36,22,81%,79%,61%
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,97,91,91,79,55,94%,94%,70%
156400,Te Puru,Counties Manukau,Maori,176,Masked,Masked,125,73,>95%,>95%,58%
156400,Te Puru,Counties Manukau,Pacific Peoples,75,Masked,Masked,58,38,>95%,>95%,66%
156500,Puhinui North,Counties Manukau,Maori,290,265,256,185,107,91%,88%,58%
156500,Puhinui North,Counties Manukau,Pacific Peoples,909,Masked,Masked,701,393,>95%,>95%,56%
156600,Dannemora South,Counties Manukau,Maori,58,Masked,Masked,40,19,>95%,>95%,48%
156600,Dannemora South,Counties Manukau,Pacific Peoples,203,Masked,Masked,154,90,>95%,>95%,58%
156700,Puhinui South,Counties Manukau,Maori,241,215,207,136,64,89%,86%,47%
156700,Puhinui South,Counties Manukau,Pacific Peoples,688,Masked,Masked,511,265,>95%,>95%,52%
156800,Rongomai West,Counties Manukau,Maori,410,350,330,206,101,85%,80%,49%
156800,Rongomai West,Counties Manukau,Pacific Peoples,"1,522","1,366","1,316",907,398,90%,86%,44%
156900,Baverstock,Counties Manukau,Maori,166,139,135,95,61,84%,81%,64%
156900,Baverstock,Counties Manukau,Pacific Peoples,375,Masked,Masked,280,141,>95%,>95%,50%
157000,Puhinui East,Counties Manukau,Maori,193,166,164,105,55,86%,85%,52%
157000,Puhinui East,Counties Manukau,Pacific Peoples,667,Masked,626,495,270,>95%,94%,55%
157100,Turanga,Counties Manukau,Maori,169,Masked,Masked,117,69,>95%,>95%,59%
157100,Turanga,Counties Manukau,Pacific Peoples,61,55,55,43,25,90%,90%,58%
157200,Rongomai East,Counties Manukau,Maori,224,194,176,100,41,87%,79%,41%
157200,Rongomai East,Counties Manukau,Pacific Peoples,"1,174","1,050","1,027",716,279,89%,87%,39%
157300,Ormiston North,Counties Manukau,Maori,67,63,62,39,22,94%,93%,56%
157300,Ormiston North,Counties Manukau,Pacific Peoples,199,Masked,Masked,154,87,>95%,>95%,56%
157400,Maraetai,Counties Manukau,Maori,117,Masked,Masked,90,47,>95%,>95%,52%
157500,Chapel Downs,Counties Manukau,Maori,260,210,198,127,65,81%,76%,51%
157500,Chapel Downs,Counties Manukau,Pacific Peoples,828,786,764,554,259,95%,92%,47%
157600,Wiri West,Counties Manukau,Maori,352,303,283,187,80,86%,80%,43%
157600,Wiri West,Counties Manukau,Pacific Peoples,177,Masked,156,114,50,>95%,88%,44%
157700,Clover Park North,Counties Manukau,Maori,658,576,548,341,158,88%,83%,46%
157700,Clover Park North,Counties Manukau,Pacific Peoples,"2,525","2,300","2,261",1616,797,91%,90%,49%
157800,Mission Heights North,Counties Manukau,Maori,111,100,99,79,37,90%,89%,47%
157800,Mission Heights North,Counties Manukau,Pacific Peoples,239,Masked,Masked,185,117,>95%,>95%,63%
157900,Clover Park South,Counties Manukau,Maori,443,390,374,251,111,88%,84%,44%
157900,Clover Park South,Counties Manukau,Pacific Peoples,"1,347","1,270","1,236",943,457,94%,92%,48%
158000,Donegal Park,Counties Manukau,Maori,141,126,120,75,45,89%,85%,60%
158000,Donegal Park,Counties Manukau,Pacific Peoples,631,Masked,597,471,268,>95%,95%,57%
158100,Ormiston South,Counties Manukau,Maori,179,160,154,109,47,89%,86%,43%
158100,Ormiston South,Counties Manukau,Pacific Peoples,631,Masked,Masked,488,310,>95%,>95%,64%
158200,Mission Heights South,Counties Manukau,Maori,92,85,84,63,36,92%,91%,57%
158200,Mission Heights South,Counties Manukau,Pacific Peoples,310,Masked,Masked,213,116,>95%,>95%,54%
158300,Hilltop (Auckland),Counties Manukau,Maori,249,222,213,128,60,89%,86%,47%
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,750,703,690,542,310,94%,92%,57%
158400,Wiri East,Counties Manukau,Maori,839,709,663,369,146,85%,79%,40%
158400,Wiri East,Counties Manukau,Pacific Peoples,"1,712","1,520","1,459",1037,445,89%,85%,43%
158500,Goodwood Heights,Counties Manukau,Maori,387,341,327,220,113,88%,84%,51%
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,933,Masked,882,687,391,>95%,95%,57%
158600,Ormiston East,Counties Manukau,Maori,97,85,82,64,29,88%,85%,45%
158600,Ormiston East,Counties Manukau,Pacific Peoples,325,Masked,Masked,262,151,>95%,>95%,58%
158700,Clendon Park North,Counties Manukau,Maori,783,696,661,375,150,89%,84%,40%
158700,Clendon Park North,Counties Manukau,Pacific Peoples,"1,366","1,256","1,220",864,367,92%,89%,42%
158800,Burbank,Counties Manukau,Maori,942,835,783,452,192,89%,83%,42%
158800,Burbank,Counties Manukau,Pacific Peoples,"1,657","1,556","1,504",1054,381,94%,91%,36%
158900,Tuscany Heights,Counties Manukau,Maori,67,Masked,Masked,42,26,>95%,>95%,62%
158900,Tuscany Heights,Counties Manukau,Pacific Peoples,101,91,91,74,52,90%,90%,70%
159000,Totara Heights,Counties Manukau,Maori,298,262,255,172,98,88%,86%,57%
159000,Totara Heights,Counties Manukau,Pacific Peoples,583,Masked,550,441,238,>95%,94%,54%
159100,Homai East,Counties Manukau,Maori,478,409,385,237,118,86%,81%,50%
159100,Homai East,Counties Manukau,Pacific Peoples,994,906,881,670,299,91%,89%,45%
159200,Homai West,Counties Manukau,Maori,"1,067",927,862,499,195,87%,81%,39%
159200,Homai West,Counties Manukau,Pacific Peoples,"1,764","1,621","1,576",1122,460,92%,89%,41%
159300,The Gardens (Auckland),Counties Manukau,Maori,260,Masked,245,171,91,>95%,94%,53%
159300,The Gardens (Auckland),Counties Manukau,Pacific Peoples,438,404,400,307,202,92%,91%,66%
159400,Clarks Beach,Counties Manukau,Maori,144,Masked,Masked,105,60,>95%,>95%,57%
159400,Clarks Beach,Counties Manukau,Pacific Peoples,52,Masked,Masked,45,22,>95%,>95%,49%
159500,Clendon Park West,Counties Manukau,Maori,613,549,519,293,119,90%,85%,41%
159500,Clendon Park West,Counties Manukau,Pacific Peoples,"1,313",Masked,"1,220",864,368,>95%,93%,43%
159600,Hillpark North,Counties Manukau,Maori,252,230,225,164,90,91%,89%,55%
159600,Hillpark North,Counties Manukau,Pacific Peoples,435,Masked,407,302,145,>95%,94%,48%
159700,Clendon Park East,Counties Manukau,Maori,372,336,315,155,57,90%,85%,37%
159700,Clendon Park East,Counties Manukau,Pacific Peoples,"1,028",Masked,966,675,270,>95%,94%,40%
159800,Karaka Creek,Counties Manukau,Maori,64,Masked,Masked,50,29,>95%,>95%,58%
159900,Rowandale West,Counties Manukau,Maori,800,712,673,368,152,89%,84%,41%
159900,Rowandale West,Counties Manukau,Pacific Peoples,"1,482","1,388","1,344",931,421,94%,91%,45%
160000,Rowandale East,Counties Manukau,Maori,836,756,711,421,194,90%,85%,46%
160000,Rowandale East,Counties Manukau,Pacific Peoples,"1,398","1,325","1,293",912,396,95%,92%,43%
160100,Manurewa Central,Counties Manukau,Maori,522,474,449,290,153,91%,86%,53%
160100,Manurewa Central,Counties Manukau,Pacific Peoples,940,886,861,637,304,94%,92%,48%
160200,Weymouth North,Counties Manukau,Maori,"1,027",948,902,508,231,92%,88%,45%
160200,Weymouth North,Counties Manukau,Pacific Peoples,"1,692",Masked,"1,568",1134,518,>95%,93%,46%
160300,Hillpark South,Counties Manukau,Maori,382,354,342,251,142,93%,90%,57%
160300,Hillpark South,Counties Manukau,Pacific Peoples,537,492,484,355,187,92%,90%,53%
160400,Alfriston,Counties Manukau,Maori,326,268,260,175,99,82%,80%,57%
160400,Alfriston,Counties Manukau,Pacific Peoples,565,523,515,392,203,93%,91%,52%
160500,Weymouth East,Counties Manukau,Maori,699,611,586,326,144,87%,84%,44%
160500,Weymouth East,Counties Manukau,Pacific Peoples,"1,367","1,273","1,245",875,362,93%,91%,41%
160600,Leabank,Counties Manukau,Maori,934,829,773,477,239,89%,83%,50%
160600,Leabank,Counties Manukau,Pacific Peoples,"1,429","1,327","1,288",894,370,93%,90%,41%
160700,Weymouth South,Counties Manukau,Maori,788,694,656,422,201,88%,83%,48%
160700,Weymouth South,Counties Manukau,Pacific Peoples,"1,109","1,007",989,682,292,91%,89%,43%
160800,Manurewa East,Counties Manukau,Maori,618,535,500,321,134,87%,81%,42%
160800,Manurewa East,Counties Manukau,Pacific Peoples,890,Masked,841,577,239,>95%,94%,41%
160900,Manurewa South,Counties Manukau,Maori,843,759,726,467,217,90%,86%,46%
160900,Manurewa South,Counties Manukau,Pacific Peoples,"1,199","1,117","1,087",772,335,93%,91%,43%
161000,Randwick Park East,Counties Manukau,Maori,322,293,281,172,73,91%,87%,42%
161000,Randwick Park East,Counties Manukau,Pacific Peoples,535,504,499,366,182,94%,93%,50%
161100,Wattle Downs West,Counties Manukau,Maori,422,400,385,255,141,95%,91%,55%
161100,Wattle Downs West,Counties Manukau,Pacific Peoples,397,Masked,Masked,284,157,>95%,>95%,55%
161200,Wattle Downs North,Counties Manukau,Maori,674,582,546,309,152,86%,81%,49%
161200,Wattle Downs North,Counties Manukau,Pacific Peoples,825,764,737,495,215,93%,89%,43%
161300,Randwick Park West,Counties Manukau,Maori,845,739,690,386,143,87%,82%,37%
161300,Randwick Park West,Counties Manukau,Pacific Peoples,"1,215","1,111","1,092",772,313,91%,90%,41%
161400,Kingseat-Karaka,Counties Manukau,Maori,300,272,260,188,96,91%,87%,51%
161400,Kingseat-Karaka,Counties Manukau,Pacific Peoples,72,Masked,Masked,55,27,>95%,>95%,49%
161500,Wattle Downs East,Counties Manukau,Maori,328,Masked,308,214,118,>95%,94%,55%
161500,Wattle Downs East,Counties Manukau,Pacific Peoples,290,Masked,Masked,223,130,>95%,>95%,58%
161600,Takanini North,Counties Manukau,Maori,460,409,384,219,95,89%,83%,43%
161600,Takanini North,Counties Manukau,Pacific Peoples,370,335,322,217,80,91%,87%,37%
