SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
141500,Epsom East,Auckland,Maori,97,85,81,63,39,88%,84%,62%
141500,Epsom East,Auckland,Pacific Peoples,103,92,90,73,40,89%,87%,55%
141600,Remuera Waiata,Auckland,Maori,60,55,55,44,28,92%,92%,64%
141700,Epsom South,Auckland,Maori,111,Masked,Masked,79,44,>95%,>95%,56%
141700,Epsom South,Auckland,Pacific Peoples,53,45,44,32,14,85%,83%,44%
141800,Kohimarama,Auckland,Maori,86,80,80,66,41,93%,93%,62%
141900,Meadowbank West,Auckland,Maori,120,Masked,113,75,43,>95%,94%,57%
141900,Meadowbank West,Auckland,Pacific Peoples,112,Masked,Masked,87,35,>95%,>95%,40%
142000,Hillsborough North (Auckland),Auckland,Maori,107,100,95,69,35,93%,89%,51%
142000,Hillsborough North (Auckland),Auckland,Pacific Peoples,307,290,280,198,82,94%,91%,41%
142100,Hillsborough West (Auckland),Auckland,Maori,113,100,99,60,25,88%,88%,42%
142100,Hillsborough West (Auckland),Auckland,Pacific Peoples,272,Masked,Masked,203,87,>95%,>95%,43%
142200,Greenlane North,Auckland,Maori,111,Masked,Masked,83,35,>95%,>95%,42%
142200,Greenlane North,Auckland,Pacific Peoples,108,Masked,Masked,81,45,>95%,>95%,56%
142300,Waikowhai North,Auckland,Maori,195,177,163,104,45,91%,84%,43%
142300,Waikowhai North,Auckland,Pacific Peoples,910,829,813,553,201,91%,89%,36%
142400,Remuera East,Auckland,Maori,65,61,60,46,28,94%,92%,61%
142500,Waikowhai South,Auckland,Maori,63,Masked,Masked,47,33,>95%,>95%,70%
142500,Waikowhai South,Auckland,Pacific Peoples,127,Masked,Masked,90,56,>95%,>95%,62%
142600,Royal Oak West (Auckland),Auckland,Maori,115,105,101,75,40,91%,88%,53%
142600,Royal Oak West (Auckland),Auckland,Pacific Peoples,175,153,150,118,59,87%,86%,50%
142700,Saint Heliers West,Auckland,Maori,74,Masked,Masked,55,34,>95%,>95%,62%
142700,Saint Heliers West,Auckland,Pacific Peoples,41,Masked,Masked,28,18,>95%,>95%,64%
142800,One Tree Hill,Auckland,Maori,233,Masked,220,150,77,>95%,94%,51%
142800,One Tree Hill,Auckland,Pacific Peoples,356,334,327,225,104,94%,92%,46%
142900,Hillsborough East (Auckland),Auckland,Maori,73,Masked,68,43,15,>95%,93%,35%
142900,Hillsborough East (Auckland),Auckland,Pacific Peoples,168,Masked,Masked,117,60,>95%,>95%,51%
143000,Saint Heliers North,Auckland,Maori,69,65,65,49,32,94%,94%,65%
143100,Remuera Abbotts Park,Auckland,Maori,135,Masked,Masked,104,46,>95%,>95%,44%
143100,Remuera Abbotts Park,Auckland,Pacific Peoples,73,59,58,51,31,81%,79%,61%
143200,Meadowbank East,Auckland,Maori,96,Masked,Masked,73,40,>95%,>95%,55%
143200,Meadowbank East,Auckland,Pacific Peoples,63,58,55,47,28,92%,87%,60%
143300,Ellerslie Central,Auckland,Maori,177,157,154,119,64,89%,87%,54%
143300,Ellerslie Central,Auckland,Pacific Peoples,154,143,140,108,56,93%,91%,52%
143400,Royal Oak East (Auckland),Auckland,Maori,128,Masked,Masked,99,53,>95%,>95%,54%
143400,Royal Oak East (Auckland),Auckland,Pacific Peoples,208,196,193,148,63,94%,93%,43%
143500,Saint Heliers South,Auckland,Maori,104,98,97,74,43,94%,93%,58%
143500,Saint Heliers South,Auckland,Pacific Peoples,66,Masked,Masked,52,24,>95%,>95%,46%
143600,Hillsborough South (Auckland),Auckland,Maori,121,103,101,77,38,85%,83%,49%
143600,Hillsborough South (Auckland),Auckland,Pacific Peoples,161,150,148,117,59,93%,92%,50%
143700,Saint Johns West,Auckland,Maori,74,Masked,Masked,53,31,>95%,>95%,58%
143700,Saint Johns West,Auckland,Pacific Peoples,75,Masked,Masked,53,24,>95%,>95%,45%
143800,Greenlane South,Auckland,Maori,187,170,165,111,58,91%,88%,52%
143800,Greenlane South,Auckland,Pacific Peoples,277,Masked,260,184,88,>95%,94%,48%
143900,Remuera Waiatarua,Auckland,Maori,61,Masked,Masked,44,18,>95%,>95%,41%
143900,Remuera Waiatarua,Auckland,Pacific Peoples,57,Masked,Masked,40,22,>95%,>95%,55%
144000,Glendowie North,Auckland,Maori,96,89,86,65,41,93%,90%,63%
144000,Glendowie North,Auckland,Pacific Peoples,40,Masked,Masked,26,13,>95%,>95%,50%
144100,Onehunga West,Auckland,Maori,267,253,249,189,89,95%,93%,47%
144100,Onehunga West,Auckland,Pacific Peoples,402,Masked,377,286,149,>95%,94%,52%
144300,Onehunga North,Auckland,Maori,223,211,205,158,96,95%,92%,61%
144300,Onehunga North,Auckland,Pacific Peoples,494,461,449,330,138,93%,91%,42%
144400,Ellerslie East,Auckland,Maori,114,106,104,77,42,93%,91%,55%
144400,Ellerslie East,Auckland,Pacific Peoples,128,Masked,Masked,94,35,>95%,>95%,37%
144500,Saint Johns East,Auckland,Maori,149,141,141,96,57,95%,95%,59%
144500,Saint Johns East,Auckland,Pacific Peoples,166,Masked,154,112,53,>95%,93%,47%
144600,Oneroa West,Auckland,Maori,88,79,76,56,22,90%,86%,39%
144700,Glen Innes West,Auckland,Maori,565,527,501,293,103,93%,89%,35%
144700,Glen Innes West,Auckland,Pacific Peoples,"1,245","1,124","1,087",699,270,90%,87%,39%
144800,Ellerslie South,Auckland,Maori,116,110,110,88,48,95%,95%,55%
144800,Ellerslie South,Auckland,Pacific Peoples,110,Masked,Masked,84,55,>95%,>95%,65%
144900,Stonefields West,Auckland,Maori,50,47,47,36,21,94%,94%,58%
145000,Onehunga Central,Auckland,Maori,249,Masked,233,168,87,>95%,94%,52%
145000,Onehunga Central,Auckland,Pacific Peoples,532,492,484,383,176,92%,91%,46%
145100,Glendowie South,Auckland,Maori,184,171,166,109,63,93%,90%,58%
145100,Glendowie South,Auckland,Pacific Peoples,155,142,136,89,38,92%,88%,43%
145200,Oranga,Auckland,Maori,333,302,288,180,70,91%,86%,39%
145200,Oranga,Auckland,Pacific Peoples,"1,024",955,922,621,246,93%,90%,40%
145300,Mount Wellington North West,Auckland,Maori,133,121,119,79,34,91%,89%,43%
145300,Mount Wellington North West,Auckland,Pacific Peoples,168,155,155,127,48,92%,92%,38%
145400,Panmure Glen Innes Industrial,Auckland,Maori,60,56,53,30,16,93%,88%,53%
145400,Panmure Glen Innes Industrial,Auckland,Pacific Peoples,64,59,56,42,20,92%,88%,48%
145500,Onehunga-Te Papapa Industrial,Auckland,Maori,112,100,94,70,38,89%,84%,54%
145500,Onehunga-Te Papapa Industrial,Auckland,Pacific Peoples,163,145,135,97,30,89%,83%,31%
145600,Te Papapa,Auckland,Maori,280,Masked,256,178,85,>95%,91%,48%
145600,Te Papapa,Auckland,Pacific Peoples,596,Masked,551,394,161,>95%,92%,41%
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Maori,628,571,537,310,136,91%,86%,44%
145800,Glen Innes East-Wai O Taiki Bay,Auckland,Pacific Peoples,"1,285","1,219","1,170",755,258,95%,91%,34%
145900,Penrose,Auckland,Maori,64,50,48,39,21,78%,75%,54%
145900,Penrose,Auckland,Pacific Peoples,109,99,95,72,26,91%,87%,36%
146000,Mount Wellington North East,Auckland,Maori,110,100,97,71,30,91%,88%,42%
146000,Mount Wellington North East,Auckland,Pacific Peoples,114,Masked,Masked,94,39,>95%,>95%,41%
146100,Mangere Bridge Ambury,Counties Manukau,Maori,395,Masked,369,254,136,>95%,93%,54%
146100,Mangere Bridge Ambury,Counties Manukau,Pacific Peoples,660,606,596,457,224,92%,90%,49%
146200,Mount Wellington Ferndale,Auckland,Maori,311,295,287,192,91,95%,92%,47%
146200,Mount Wellington Ferndale,Auckland,Pacific Peoples,621,Masked,578,421,182,>95%,93%,43%
146300,Point England,Auckland,Maori,820,719,676,378,145,88%,82%,38%
146300,Point England,Auckland,Pacific Peoples,"1,812","1,667","1,600",1075,384,92%,88%,36%
146400,Bucklands Beach North,Counties Manukau,Maori,52,44,44,36,21,85%,85%,58%
146400,Bucklands Beach North,Counties Manukau,Pacific Peoples,52,43,42,33,14,83%,81%,42%
146500,Mount Wellington East,Auckland,Maori,197,170,163,93,36,86%,83%,39%
146500,Mount Wellington East,Auckland,Pacific Peoples,455,Masked,422,297,137,>95%,93%,46%
146600,Mount Wellington West,Auckland,Maori,287,257,251,152,51,90%,87%,34%
146600,Mount Wellington West,Auckland,Pacific Peoples,568,Masked,534,401,184,>95%,94%,46%
146800,Mangere Bridge,Counties Manukau,Maori,418,391,384,274,143,94%,92%,52%
146800,Mangere Bridge,Counties Manukau,Pacific Peoples,681,614,601,453,215,90%,88%,47%
146900,Oneroa East-Palm Beach,Auckland,Maori,65,55,54,38,9,85%,83%,24%
147000,Tamaki,Auckland,Maori,727,651,614,370,156,90%,84%,42%
147000,Tamaki,Auckland,Pacific Peoples,"1,230","1,139","1,111",755,280,93%,90%,37%
147100,Panmure East,Auckland,Maori,349,313,295,207,84,90%,85%,41%
147100,Panmure East,Auckland,Pacific Peoples,520,Masked,484,339,155,>95%,93%,46%
147200,Mount Wellington Central,Auckland,Maori,409,378,363,245,123,92%,89%,50%
147200,Mount Wellington Central,Auckland,Pacific Peoples,675,612,599,429,190,91%,89%,44%
147500,Mangere Mountain View,Counties Manukau,Maori,581,534,507,333,176,92%,87%,53%
147500,Mangere Mountain View,Counties Manukau,Pacific Peoples,"1,452","1,307","1,275",853,356,90%,88%,42%
147600,Surfdale,Auckland,Maori,175,165,158,103,55,94%,90%,53%
147800,Half Moon Bay West,Counties Manukau,Maori,87,77,76,54,28,89%,87%,52%
147800,Half Moon Bay West,Counties Manukau,Pacific Peoples,64,Masked,Masked,48,27,>95%,>95%,56%
147900,Auckland Airport,Counties Manukau,Maori,239,221,214,130,48,92%,90%,37%
147900,Auckland Airport,Counties Manukau,Pacific Peoples,118,82,79,57,27,69%,67%,47%
148000,Eastern Beach,Counties Manukau,Maori,48,45,45,33,16,94%,94%,48%
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Maori,134,Masked,127,91,49,>95%,95%,54%
148100,Sunnyhills West-Pakuranga North,Counties Manukau,Pacific Peoples,95,Masked,89,69,34,>95%,94%,49%
148200,Favona North,Counties Manukau,Maori,327,282,267,166,72,86%,82%,43%
148200,Favona North,Counties Manukau,Pacific Peoples,"1,574","1,445","1,422",1038,371,92%,90%,36%
148400,Farm Cove,Counties Manukau,Maori,63,Masked,Masked,51,33,>95%,>95%,65%
148500,Mangere North,Counties Manukau,Maori,297,244,233,134,45,82%,78%,34%
148500,Mangere North,Counties Manukau,Pacific Peoples,"1,241","1,130","1,100",736,277,91%,89%,38%
148600,Favona West,Counties Manukau,Maori,347,326,298,150,49,94%,86%,33%
148600,Favona West,Counties Manukau,Pacific Peoples,"1,931","1,797","1,740",1184,458,93%,90%,39%
148700,Ostend,Auckland,Maori,155,145,140,94,51,94%,90%,54%
148700,Ostend,Auckland,Pacific Peoples,43,40,39,26,11,93%,91%,42%
148900,Mangere West,Counties Manukau,Maori,614,517,485,280,107,84%,79%,38%
148900,Mangere West,Counties Manukau,Pacific Peoples,"2,555","2,320","2,259",1529,553,91%,88%,36%
149000,Pakuranga West,Counties Manukau,Maori,392,353,341,225,102,90%,87%,45%
149000,Pakuranga West,Counties Manukau,Pacific Peoples,465,Masked,437,298,124,>95%,94%,42%
149100,Mount Wellington South West,Auckland,Maori,307,280,269,149,63,91%,88%,42%
149100,Mount Wellington South West,Auckland,Pacific Peoples,645,608,601,425,191,94%,93%,45%
149200,Sunnyhills East,Counties Manukau,Maori,128,Masked,Masked,82,40,>95%,>95%,49%
149200,Sunnyhills East,Counties Manukau,Pacific Peoples,73,Masked,Masked,48,27,>95%,>95%,56%
149300,Half Moon Bay South East,Counties Manukau,Maori,148,138,132,88,37,93%,89%,42%
149300,Half Moon Bay South East,Counties Manukau,Pacific Peoples,152,135,134,98,41,89%,88%,42%
149400,Favona East,Counties Manukau,Maori,359,313,306,178,62,87%,85%,35%
149400,Favona East,Counties Manukau,Pacific Peoples,"2,085","1,932","1,876",1294,521,93%,90%,40%
149500,Mount Wellington South East,Auckland,Maori,447,413,386,222,94,92%,86%,42%
149500,Mount Wellington South East,Auckland,Pacific Peoples,"1,237","1,137","1,104",763,287,92%,89%,38%
149700,Bucklands Beach South,Counties Manukau,Maori,99,90,88,50,24,91%,89%,48%
149700,Bucklands Beach South,Counties Manukau,Pacific Peoples,103,91,90,54,23,88%,87%,43%
149800,Pakuranga Central,Counties Manukau,Maori,253,Masked,230,149,66,>95%,91%,44%
149800,Pakuranga Central,Counties Manukau,Pacific Peoples,346,319,311,227,102,92%,90%,45%
149900,Awhitu,Counties Manukau,Maori,262,213,208,143,63,81%,79%,44%
149900,Awhitu,Counties Manukau,Pacific Peoples,53,44,44,36,14,83%,83%,39%
150000,Harania North,Counties Manukau,Maori,407,360,338,174,62,88%,83%,36%
150000,Harania North,Counties Manukau,Pacific Peoples,"2,708","2,538","2,450",1649,638,94%,90%,39%
150100,Otahuhu Central,Auckland,Maori,294,257,245,161,61,87%,83%,38%
150100,Otahuhu Central,Auckland,Pacific Peoples,595,Masked,Masked,422,163,>95%,>95%,39%
150200,Mangere Central,Counties Manukau,Maori,471,422,401,230,92,90%,85%,40%
150200,Mangere Central,Counties Manukau,Pacific Peoples,"2,169","1,992","1,936",1350,534,92%,89%,40%
150300,Otahuhu North,Auckland,Maori,395,323,303,181,71,82%,77%,39%
150300,Otahuhu North,Auckland,Pacific Peoples,"1,644",Masked,"1,544",1085,400,>95%,94%,37%
150400,Howick West,Counties Manukau,Maori,153,Masked,145,88,43,>95%,95%,49%
150400,Howick West,Counties Manukau,Pacific Peoples,134,Masked,Masked,98,43,>95%,>95%,44%
150500,Pakuranga Heights North West,Counties Manukau,Maori,220,188,182,94,34,85%,83%,36%
150500,Pakuranga Heights North West,Counties Manukau,Pacific Peoples,216,194,187,140,56,90%,87%,40%
150600,Mellons Bay,Counties Manukau,Maori,98,Masked,92,65,40,>95%,94%,62%
150600,Mellons Bay,Counties Manukau,Pacific Peoples,43,35,34,29,14,81%,79%,48%
150700,Pakuranga Heights East,Counties Manukau,Maori,244,221,215,138,52,91%,88%,38%
150700,Pakuranga Heights East,Counties Manukau,Pacific Peoples,216,Masked,Masked,141,65,>95%,>95%,46%
150800,Sutton Park,Counties Manukau,Maori,423,373,360,198,85,88%,85%,43%
150800,Sutton Park,Counties Manukau,Pacific Peoples,"2,445","2,287","2,228",1561,614,94%,91%,39%
150900,Otahuhu East,Auckland,Maori,271,245,235,140,59,90%,87%,42%
150900,Otahuhu East,Auckland,Pacific Peoples,911,854,838,600,214,94%,92%,36%
151000,Mangere South,Counties Manukau,Maori,342,314,297,166,59,92%,87%,36%
151000,Mangere South,Counties Manukau,Pacific Peoples,"1,904","1,722","1,673",1193,479,90%,88%,40%
151100,Onetangi,Auckland,Maori,100,89,88,52,25,89%,88%,48%
151200,Harania South,Counties Manukau,Maori,449,381,368,219,98,85%,82%,45%
151200,Harania South,Counties Manukau,Pacific Peoples,"1,876","1,775","1,727",1179,485,95%,92%,41%
151300,Highland Park (Auckland),Counties Manukau,Maori,143,131,127,96,45,92%,89%,47%
151300,Highland Park (Auckland),Counties Manukau,Pacific Peoples,178,Masked,168,111,51,>95%,94%,46%
151400,Otahuhu South West,Auckland,Maori,519,443,423,276,137,85%,82%,50%
151400,Otahuhu South West,Auckland,Pacific Peoples,"1,518","1,438","1,406",1013,372,95%,93%,37%
151500,Pakuranga Heights South West,Counties Manukau,Maori,247,231,221,141,66,94%,89%,47%
151500,Pakuranga Heights South West,Counties Manukau,Pacific Peoples,345,Masked,Masked,229,89,>95%,>95%,39%
151600,Mangere Mascot,Counties Manukau,Maori,441,393,369,215,92,89%,84%,43%
151600,Mangere Mascot,Counties Manukau,Pacific Peoples,"2,289","2,117","2,059",1421,595,92%,90%,42%
151700,Waiheke East,Auckland,Maori,67,55,51,33,16,82%,76%,48%
151800,Massey Road West,Counties Manukau,Maori,431,395,377,206,79,92%,87%,38%
151800,Massey Road West,Counties Manukau,Pacific Peoples,"2,096","1,929","1,865",1296,515,92%,89%,40%
151900,Otahuhu South,Auckland,Maori,433,391,376,249,105,90%,87%,42%
151900,Otahuhu South,Auckland,Pacific Peoples,"1,426",Masked,"1,325",959,374,>95%,93%,39%
152000,Howick Central,Counties Manukau,Maori,153,140,133,90,45,92%,87%,50%
152000,Howick Central,Counties Manukau,Pacific Peoples,124,117,114,75,42,94%,92%,56%
152100,Massey Road North,Counties Manukau,Maori,416,363,346,207,85,87%,83%,41%
152100,Massey Road North,Counties Manukau,Pacific Peoples,"1,522","1,428","1,404",987,404,94%,92%,41%
152200,Botany Downs West,Counties Manukau,Maori,91,86,81,60,35,95%,89%,58%
152200,Botany Downs West,Counties Manukau,Pacific Peoples,111,Masked,Masked,69,22,>95%,>95%,32%
152400,Howick East,Counties Manukau,Maori,167,143,141,107,52,86%,84%,49%
152400,Howick East,Counties Manukau,Pacific Peoples,83,75,72,59,28,90%,87%,47%
152500,Burswood,Counties Manukau,Maori,60,55,54,40,22,92%,90%,55%
152500,Burswood,Counties Manukau,Pacific Peoples,87,80,79,60,38,92%,91%,63%
152600,Massey Road South,Counties Manukau,Maori,222,187,177,104,51,84%,80%,49%
152600,Massey Road South,Counties Manukau,Pacific Peoples,"1,047",989,971,688,252,94%,93%,37%
152800,Mangere South East,Counties Manukau,Maori,372,337,325,214,95,91%,87%,44%
152800,Mangere South East,Counties Manukau,Pacific Peoples,"1,908","1,783","1,747",1230,526,93%,92%,43%
152900,Botany Downs East,Counties Manukau,Maori,66,Masked,Masked,48,27,>95%,>95%,56%
152900,Botany Downs East,Counties Manukau,Pacific Peoples,70,Masked,66,48,30,>95%,94%,62%
153000,Grange,Counties Manukau,Maori,249,222,210,116,39,89%,84%,34%
153000,Grange,Counties Manukau,Pacific Peoples,"1,148","1,079","1,047",705,273,94%,91%,39%
153100,Golflands,Counties Manukau,Maori,80,76,74,52,34,95%,92%,65%
153100,Golflands,Counties Manukau,Pacific Peoples,67,Masked,Masked,57,35,>95%,>95%,61%
153200,Aorere North,Counties Manukau,Maori,188,166,160,98,43,88%,85%,44%
153200,Aorere North,Counties Manukau,Pacific Peoples,831,775,753,509,218,93%,91%,43%
153300,Mangere East,Counties Manukau,Maori,361,Masked,321,195,91,>95%,89%,47%
153300,Mangere East,Counties Manukau,Pacific Peoples,"1,560",Masked,"1,475",1063,498,>95%,95%,47%
153400,Cockle Bay,Counties Manukau,Maori,144,Masked,Masked,106,63,>95%,>95%,59%
153400,Cockle Bay,Counties Manukau,Pacific Peoples,71,Masked,Masked,54,34,>95%,>95%,63%
153500,Otara West,Counties Manukau,Maori,619,525,471,244,85,85%,76%,35%
153500,Otara West,Counties Manukau,Pacific Peoples,"1,957","1,759","1,701",1122,378,90%,87%,34%
153600,Aorere Central,Counties Manukau,Maori,249,232,226,137,61,93%,91%,45%
153600,Aorere Central,Counties Manukau,Pacific Peoples,"1,037",969,948,682,283,93%,91%,41%
153700,Northpark North,Counties Manukau,Maori,64,57,56,44,24,89%,88%,55%
153700,Northpark North,Counties Manukau,Pacific Peoples,73,67,65,51,29,92%,89%,57%
153800,Somerville,Counties Manukau,Maori,98,Masked,90,74,42,>95%,92%,57%
153800,Somerville,Counties Manukau,Pacific Peoples,92,85,85,65,38,92%,92%,58%
153900,Northpark South,Counties Manukau,Maori,40,36,36,30,20,90%,90%,67%
153900,Northpark South,Counties Manukau,Pacific Peoples,64,Masked,Masked,51,28,>95%,>95%,55%
154000,Papatoetoe North,Counties Manukau,Maori,431,364,354,234,98,84%,82%,42%
154000,Papatoetoe North,Counties Manukau,Pacific Peoples,"1,379",Masked,"1,279",965,449,>95%,93%,47%
154100,Dingwall,Counties Manukau,Maori,274,248,243,162,89,91%,89%,55%
154100,Dingwall,Counties Manukau,Pacific Peoples,747,Masked,704,539,250,>95%,94%,46%
154200,Aorere South,Counties Manukau,Maori,555,495,471,279,123,89%,85%,44%
154200,Aorere South,Counties Manukau,Pacific Peoples,"1,876","1,771","1,746",1296,600,94%,93%,46%
154300,Shelly Park,Counties Manukau,Maori,90,Masked,85,61,31,>95%,94%,51%
154300,Shelly Park,Counties Manukau,Pacific Peoples,54,51,51,36,12,94%,94%,33%
154400,Otara Central,Counties Manukau,Maori,456,385,361,194,79,84%,79%,41%
154400,Otara Central,Counties Manukau,Pacific Peoples,"1,676","1,495","1,447",985,334,89%,86%,34%
154500,Huntington Park,Counties Manukau,Maori,70,Masked,66,43,21,>95%,94%,49%
154500,Huntington Park,Counties Manukau,Pacific Peoples,77,Masked,Masked,59,26,>95%,>95%,44%
154700,Botany North,Counties Manukau,Maori,68,Masked,Masked,46,29,>95%,>95%,63%
154700,Botany North,Counties Manukau,Pacific Peoples,72,Masked,Masked,55,21,>95%,>95%,38%
154800,Papatoetoe West,Counties Manukau,Maori,468,439,420,261,121,94%,90%,46%
154800,Papatoetoe West,Counties Manukau,Pacific Peoples,"1,567","1,467","1,438",1072,470,94%,92%,44%
154900,Papatoetoe Central,Counties Manukau,Maori,431,399,392,271,140,93%,91%,52%
154900,Papatoetoe Central,Counties Manukau,Pacific Peoples,"1,103",Masked,Masked,859,439,>95%,>95%,51%
155000,Sunkist Bay,Counties Manukau,Maori,184,Masked,Masked,135,71,>95%,>95%,53%
155000,Sunkist Bay,Counties Manukau,Pacific Peoples,56,Masked,Masked,43,22,>95%,>95%,51%
155100,Otara East,Counties Manukau,Maori,603,544,507,273,99,90%,84%,36%
155100,Otara East,Counties Manukau,Pacific Peoples,"2,359","2,188","2,113",1431,511,93%,90%,36%
155200,Redcastle,Counties Manukau,Maori,115,105,100,78,45,91%,87%,58%
155200,Redcastle,Counties Manukau,Pacific Peoples,195,178,173,128,69,91%,89%,54%
155300,Botany East,Counties Manukau,Maori,52,Masked,Masked,35,18,>95%,>95%,51%
155300,Botany East,Counties Manukau,Pacific Peoples,67,63,63,58,43,94%,94%,74%
155400,Botany South,Counties Manukau,Maori,101,92,91,64,38,91%,90%,59%
155400,Botany South,Counties Manukau,Pacific Peoples,98,Masked,Masked,76,38,>95%,>95%,50%
155500,Manukau Central,Counties Manukau,Maori,204,179,171,106,46,88%,84%,43%
155500,Manukau Central,Counties Manukau,Pacific Peoples,277,252,245,180,60,91%,88%,33%
155600,Papatoetoe East,Counties Manukau,Maori,432,390,373,239,108,90%,86%,45%
155600,Papatoetoe East,Counties Manukau,Pacific Peoples,"1,296","1,213","1,187",898,422,94%,92%,47%
155700,Otara South,Counties Manukau,Maori,529,452,410,219,74,85%,78%,34%
155700,Otara South,Counties Manukau,Pacific Peoples,"2,420","2,166","2,091",1411,470,90%,86%,33%
155800,Ferguson,Counties Manukau,Maori,749,608,573,316,122,81%,77%,39%
155800,Ferguson,Counties Manukau,Pacific Peoples,"2,744","2,520","2,432",1631,496,92%,89%,30%
155900,Papatoetoe South West,Counties Manukau,Maori,416,378,362,223,96,91%,87%,43%
155900,Papatoetoe South West,Counties Manukau,Pacific Peoples,"1,333",Masked,"1,245",909,422,>95%,93%,46%
156100,Dannemora North,Counties Manukau,Maori,69,59,59,40,17,86%,86%,42%
156100,Dannemora North,Counties Manukau,Pacific Peoples,117,106,105,80,41,91%,90%,51%
156200,Papatoetoe South,Counties Manukau,Maori,374,330,308,198,94,88%,82%,47%
156200,Papatoetoe South,Counties Manukau,Pacific Peoples,902,Masked,Masked,663,313,>95%,>95%,47%
156300,East Tamaki Heights,Counties Manukau,Maori,55,44,43,34,21,80%,78%,62%
156300,East Tamaki Heights,Counties Manukau,Pacific Peoples,97,91,91,78,52,94%,94%,67%
156400,Te Puru,Counties Manukau,Maori,174,Masked,Masked,118,63,>95%,>95%,53%
156400,Te Puru,Counties Manukau,Pacific Peoples,77,73,73,56,35,95%,95%,62%
156500,Puhinui North,Counties Manukau,Maori,287,263,253,179,86,92%,88%,48%
156500,Puhinui North,Counties Manukau,Pacific Peoples,905,Masked,Masked,677,332,>95%,>95%,49%
156600,Dannemora South,Counties Manukau,Maori,59,Masked,Masked,40,16,>95%,>95%,40%
156600,Dannemora South,Counties Manukau,Pacific Peoples,203,Masked,Masked,151,82,>95%,>95%,54%
156700,Puhinui South,Counties Manukau,Maori,241,214,207,133,53,89%,86%,40%
156700,Puhinui South,Counties Manukau,Pacific Peoples,689,Masked,Masked,497,219,>95%,>95%,44%
156800,Rongomai West,Counties Manukau,Maori,411,349,329,186,77,85%,80%,41%
156800,Rongomai West,Counties Manukau,Pacific Peoples,"1,520","1,359","1,313",860,325,89%,86%,38%
156900,Baverstock,Counties Manukau,Maori,166,139,133,92,50,84%,80%,54%
156900,Baverstock,Counties Manukau,Pacific Peoples,374,Masked,Masked,270,119,>95%,>95%,44%
157000,Puhinui East,Counties Manukau,Maori,193,165,163,99,41,85%,84%,41%
157000,Puhinui East,Counties Manukau,Pacific Peoples,669,Masked,624,481,245,>95%,93%,51%
157100,Turanga,Counties Manukau,Maori,168,Masked,Masked,112,55,>95%,>95%,49%
157100,Turanga,Counties Manukau,Pacific Peoples,61,54,54,42,22,89%,89%,52%
157200,Rongomai East,Counties Manukau,Maori,224,193,176,91,34,86%,79%,37%
157200,Rongomai East,Counties Manukau,Pacific Peoples,"1,179","1,049","1,019",690,229,89%,86%,33%
157300,Ormiston North,Counties Manukau,Maori,68,64,63,37,20,94%,93%,54%
157300,Ormiston North,Counties Manukau,Pacific Peoples,200,Masked,Masked,150,75,>95%,>95%,50%
157400,Maraetai,Counties Manukau,Maori,117,Masked,Masked,87,41,>95%,>95%,47%
157500,Chapel Downs,Counties Manukau,Maori,257,207,193,117,57,81%,75%,49%
157500,Chapel Downs,Counties Manukau,Pacific Peoples,826,783,756,531,208,95%,92%,39%
157600,Wiri West,Counties Manukau,Maori,360,296,275,174,55,82%,76%,32%
157600,Wiri West,Counties Manukau,Pacific Peoples,175,163,149,100,29,93%,85%,29%
157700,Clover Park North,Counties Manukau,Maori,660,576,548,321,133,87%,83%,41%
157700,Clover Park North,Counties Manukau,Pacific Peoples,"2,533","2,299","2,254",1544,657,91%,89%,43%
157800,Mission Heights North,Counties Manukau,Maori,111,100,99,77,32,90%,89%,42%
157800,Mission Heights North,Counties Manukau,Pacific Peoples,237,Masked,Masked,175,96,>95%,>95%,55%
157900,Clover Park South,Counties Manukau,Maori,445,388,370,228,84,87%,83%,37%
157900,Clover Park South,Counties Manukau,Pacific Peoples,"1,343","1,257","1,224",911,394,94%,91%,43%
158000,Donegal Park,Counties Manukau,Maori,140,127,120,70,32,91%,86%,46%
158000,Donegal Park,Counties Manukau,Pacific Peoples,631,Masked,590,450,229,>95%,94%,51%
158100,Ormiston South,Counties Manukau,Maori,179,159,153,105,31,89%,85%,30%
158100,Ormiston South,Counties Manukau,Pacific Peoples,627,Masked,Masked,465,276,>95%,>95%,59%
158200,Mission Heights South,Counties Manukau,Maori,90,84,84,59,28,93%,93%,47%
158200,Mission Heights South,Counties Manukau,Pacific Peoples,310,Masked,Masked,209,103,>95%,>95%,49%
158300,Hilltop (Auckland),Counties Manukau,Maori,249,219,211,121,54,88%,85%,45%
158300,Hilltop (Auckland),Counties Manukau,Pacific Peoples,751,701,687,530,275,93%,91%,52%
158400,Wiri East,Counties Manukau,Maori,843,707,650,333,108,84%,77%,32%
158400,Wiri East,Counties Manukau,Pacific Peoples,"1,715","1,518","1,451",980,360,89%,85%,37%
158500,Goodwood Heights,Counties Manukau,Maori,384,336,322,206,93,88%,84%,45%
158500,Goodwood Heights,Counties Manukau,Pacific Peoples,930,Masked,871,664,334,>95%,94%,50%
