Week ending,Group,DHB of service,Dose number,# doses administered
16/05/2021,Group 1,Lakes,1,182
16/05/2021,Group 1,Lakes,2,143
16/05/2021,Group 1,MidCentral,1,18
16/05/2021,Group 1,MidCentral,2,47
16/05/2021,Group 1,Nelson Marlborough,1,42
16/05/2021,Group 1,Nelson Marlborough,2,51
16/05/2021,Group 1,Northland,1,7
16/05/2021,Group 1,Northland,2,27
16/05/2021,Group 1,Other Sites,1,563
16/05/2021,Group 1,Other Sites,2,21
16/05/2021,Group 1,South Canterbury,1,6
16/05/2021,Group 1,South Canterbury,2,11
16/05/2021,Group 1,Southern,1,93
16/05/2021,Group 1,Southern,2,614
16/05/2021,Group 1,Tairawhiti,1,11
16/05/2021,Group 1,Tairawhiti,2,13
16/05/2021,Group 1,Taranaki,1,5
16/05/2021,Group 1,Taranaki,2,24
16/05/2021,Group 1,Waikato,1,40
16/05/2021,Group 1,Waikato,2,81
16/05/2021,Group 1,Whanganui,2,5
16/05/2021,Group 2,Auckland Metro,1,13949
16/05/2021,Group 2,Auckland Metro,2,7675
16/05/2021,Group 2,Bay of Plenty,1,1041
16/05/2021,Group 2,Bay of Plenty,2,1561
16/05/2021,Group 2,Canterbury,1,3898
16/05/2021,Group 2,Canterbury,2,3251
16/05/2021,Group 2,Capital & Coast and Hutt Valley,1,4539
16/05/2021,Group 2,Capital & Coast and Hutt Valley,2,2053
16/05/2021,Group 2,Hawke's Bay,1,1414
16/05/2021,Group 2,Hawke's Bay,2,1150
16/05/2021,Group 2,Lakes,1,632
16/05/2021,Group 2,Lakes,2,1180
16/05/2021,Group 2,MidCentral,1,1622
16/05/2021,Group 2,MidCentral,2,771
16/05/2021,Group 2,Nelson Marlborough,1,818
16/05/2021,Group 2,Nelson Marlborough,2,1369
16/05/2021,Group 2,Northland,1,1846
16/05/2021,Group 2,Northland,2,1333
16/05/2021,Group 2,Other Sites,1,1742
16/05/2021,Group 2,Other Sites,2,184
16/05/2021,Group 2,South Canterbury,1,289
16/05/2021,Group 2,South Canterbury,2,705
16/05/2021,Group 2,Southern,1,2039
16/05/2021,Group 2,Southern,2,2979
16/05/2021,Group 2,Tairawhiti,1,284
16/05/2021,Group 2,Tairawhiti,2,610
16/05/2021,Group 2,Taranaki,1,603
16/05/2021,Group 2,Taranaki,2,160
16/05/2021,Group 2,Waikato,1,2539
16/05/2021,Group 2,Waikato,2,2497
16/05/2021,Group 2,Wairarapa,1,495
16/05/2021,Group 2,Wairarapa,2,523
16/05/2021,Group 2,West Coast,1,399
16/05/2021,Group 2,West Coast,2,268
16/05/2021,Group 2,Whanganui,1,514
16/05/2021,Group 2,Whanganui,2,606
16/05/2021,Group 3,Auckland Metro,1,1802
16/05/2021,Group 3,Auckland Metro,2,13
16/05/2021,Group 3,Bay of Plenty,1,1910
16/05/2021,Group 3,Canterbury,1,78
16/05/2021,Group 3,Canterbury,2,19
16/05/2021,Group 3,Capital & Coast and Hutt Valley,1,644
16/05/2021,Group 3,Capital & Coast and Hutt Valley,2,50
16/05/2021,Group 3,Hawke's Bay,1,79
16/05/2021,Group 3,Hawke's Bay,2,49
16/05/2021,Group 3,Lakes,1,341
16/05/2021,Group 3,MidCentral,1,620
16/05/2021,Group 3,MidCentral,2,5
16/05/2021,Group 3,Nelson Marlborough,1,1391
16/05/2021,Group 3,Nelson Marlborough,2,927
16/05/2021,Group 3,Northland,1,261
16/05/2021,Group 3,Northland,2,21
16/05/2021,Group 3,Other Sites,1,15
16/05/2021,Group 3,South Canterbury,1,133
16/05/2021,Group 3,Southern,1,107
16/05/2021,Group 3,Southern,2,130
16/05/2021,Group 3,Taranaki,1,23
16/05/2021,Group 3,Waikato,1,760
16/05/2021,Group 3,Waikato,2,55
16/05/2021,Group 3,Wairarapa,1,94
16/05/2021,Group 3,West Coast,1,201
16/05/2021,Group 3,Whanganui,1,238
23/05/2021,Group 1,Auckland Metro,1,705
23/05/2021,Group 1,Auckland Metro,2,2007
23/05/2021,Group 1,Bay of Plenty,1,26
23/05/2021,Group 1,Bay of Plenty,2,58
23/05/2021,Group 1,Canterbury,1,355
23/05/2021,Group 1,Canterbury,2,1032
23/05/2021,Group 1,Capital & Coast and Hutt Valley,1,228
23/05/2021,Group 1,Capital & Coast and Hutt Valley,2,232
23/05/2021,Group 1,Hawke's Bay,1,6
23/05/2021,Group 1,Hawke's Bay,2,22
23/05/2021,Group 1,Lakes,1,13
23/05/2021,Group 1,Lakes,2,263
23/05/2021,Group 1,MidCentral,1,11
23/05/2021,Group 1,MidCentral,2,29
23/05/2021,Group 1,Nelson Marlborough,1,15
23/05/2021,Group 1,Nelson Marlborough,2,43
23/05/2021,Group 1,Northland,2,22
23/05/2021,Group 1,Other Sites,1,34
23/05/2021,Group 1,Other Sites,2,27
23/05/2021,Group 1,South Canterbury,1,6
23/05/2021,Group 1,South Canterbury,2,10
23/05/2021,Group 1,Southern,1,74
23/05/2021,Group 1,Southern,2,192
23/05/2021,Group 1,Tairawhiti,1,9
23/05/2021,Group 1,Tairawhiti,2,9
23/05/2021,Group 1,Waikato,1,18
23/05/2021,Group 1,Waikato,2,41
23/05/2021,Group 1,Whanganui,1,23
23/05/2021,Group 2,Auckland Metro,1,8198
23/05/2021,Group 2,Auckland Metro,2,5223
23/05/2021,Group 2,Bay of Plenty,1,997
23/05/2021,Group 2,Bay of Plenty,2,1584
23/05/2021,Group 2,Canterbury,1,2050
23/05/2021,Group 2,Canterbury,2,4816
23/05/2021,Group 2,Capital & Coast and Hutt Valley,1,958
23/05/2021,Group 2,Capital & Coast and Hutt Valley,2,2143
23/05/2021,Group 2,Hawke's Bay,1,639
23/05/2021,Group 2,Hawke's Bay,2,1375
23/05/2021,Group 2,Lakes,1,432
23/05/2021,Group 2,Lakes,2,654
23/05/2021,Group 2,MidCentral,1,1483
23/05/2021,Group 2,MidCentral,2,931
23/05/2021,Group 2,Nelson Marlborough,1,386
23/05/2021,Group 2,Nelson Marlborough,2,1117
23/05/2021,Group 2,Northland,1,1014
23/05/2021,Group 2,Northland,2,1739
23/05/2021,Group 2,Other Sites,1,1786
23/05/2021,Group 2,Other Sites,2,530
23/05/2021,Group 2,South Canterbury,1,201
23/05/2021,Group 2,South Canterbury,2,586
23/05/2021,Group 2,Southern,1,1869
23/05/2021,Group 2,Southern,2,1872
23/05/2021,Group 2,Tairawhiti,1,344
23/05/2021,Group 2,Tairawhiti,2,219
23/05/2021,Group 2,Taranaki,1,280
23/05/2021,Group 2,Taranaki,2,292
23/05/2021,Group 2,Waikato,1,1859
23/05/2021,Group 2,Waikato,2,2260
23/05/2021,Group 2,Wairarapa,1,105
23/05/2021,Group 2,Wairarapa,2,400
23/05/2021,Group 2,West Coast,1,254
23/05/2021,Group 2,West Coast,2,340
23/05/2021,Group 2,Whanganui,1,438
23/05/2021,Group 2,Whanganui,2,763
23/05/2021,Group 3,Auckland Metro,1,4373
23/05/2021,Group 3,Auckland Metro,2,233
23/05/2021,Group 3,Bay of Plenty,1,2445
23/05/2021,Group 3,Canterbury,1,266
23/05/2021,Group 3,Canterbury,2,16
23/05/2021,Group 3,Capital & Coast and Hutt Valley,1,790
23/05/2021,Group 3,Capital & Coast and Hutt Valley,2,72
23/05/2021,Group 3,Hawke's Bay,1,469
23/05/2021,Group 3,Lakes,1,1040
23/05/2021,Group 3,Lakes,2,65
23/05/2021,Group 3,MidCentral,1,588
23/05/2021,Group 3,Nelson Marlborough,1,1944
23/05/2021,Group 3,Nelson Marlborough,2,435
23/05/2021,Group 3,Northland,1,768
23/05/2021,Group 3,Northland,2,451
23/05/2021,Group 3,Other Sites,1,485
23/05/2021,Group 3,South Canterbury,1,41
23/05/2021,Group 3,South Canterbury,2,7
23/05/2021,Group 3,Southern,1,1010
23/05/2021,Group 3,Southern,2,57
23/05/2021,Group 3,Tairawhiti,1,144
23/05/2021,Group 3,Taranaki,1,207
23/05/2021,Group 3,Waikato,1,1445
23/05/2021,Group 3,Waikato,2,162
23/05/2021,Group 3,Wairarapa,1,398
23/05/2021,Group 3,Wairarapa,2,20
23/05/2021,Group 3,West Coast,1,533
23/05/2021,Group 3,West Coast,2,6
23/05/2021,Group 3,Whanganui,1,402
23/05/2021,Group 3,Whanganui,2,7
23/05/2021,Group 4,Auckland Metro,1,5077
23/05/2021,Group 4,Auckland Metro,2,1977
23/05/2021,Group 4,Bay of Plenty,1,164
23/05/2021,Group 4,Canterbury,1,168
23/05/2021,Group 4,Canterbury,2,5
23/05/2021,Group 4,Capital & Coast and Hutt Valley,1,115
23/05/2021,Group 4,Capital & Coast and Hutt Valley,2,208
23/05/2021,Group 4,Hawke's Bay,1,361
23/05/2021,Group 4,Hawke's Bay,2,5
23/05/2021,Group 4,Lakes,1,71
23/05/2021,Group 4,MidCentral,1,96
23/05/2021,Group 4,Nelson Marlborough,1,27
23/05/2021,Group 4,Northland,1,198
23/05/2021,Group 4,Northland,2,160
23/05/2021,Group 4,Other Sites,1,122
23/05/2021,Group 4,South Canterbury,1,16
23/05/2021,Group 4,Southern,1,228
23/05/2021,Group 4,Tairawhiti,1,12
23/05/2021,Group 4,Taranaki,1,106
23/05/2021,Group 4,Waikato,1,173
23/05/2021,Group 4,Waikato,2,18
23/05/2021,Group 4,Wairarapa,1,9
23/05/2021,Group 4,West Coast,1,113
23/05/2021,Group 4,Whanganui,1,61
30/05/2021,Group 1,Auckland Metro,1,386
30/05/2021,Group 1,Auckland Metro,2,1352
30/05/2021,Group 1,Bay of Plenty,1,65
30/05/2021,Group 1,Bay of Plenty,2,93
30/05/2021,Group 1,Canterbury,1,264
30/05/2021,Group 1,Canterbury,2,833
30/05/2021,Group 1,Capital & Coast and Hutt Valley,1,156
30/05/2021,Group 1,Capital & Coast and Hutt Valley,2,445
30/05/2021,Group 1,Hawke's Bay,1,33
30/05/2021,Group 1,Hawke's Bay,2,12
30/05/2021,Group 1,Lakes,1,20
30/05/2021,Group 1,Lakes,2,236
30/05/2021,Group 1,MidCentral,1,20
30/05/2021,Group 1,MidCentral,2,25
30/05/2021,Group 1,Nelson Marlborough,1,12
30/05/2021,Group 1,Nelson Marlborough,2,53
30/05/2021,Group 1,Northland,2,10
30/05/2021,Group 1,Other Sites,1,67
30/05/2021,Group 1,Other Sites,2,550
30/05/2021,Group 1,Southern,1,68
30/05/2021,Group 1,Southern,2,77
30/05/2021,Group 1,Tairawhiti,1,15
30/05/2021,Group 1,Tairawhiti,2,14
30/05/2021,Group 1,Taranaki,1,22
30/05/2021,Group 1,Taranaki,2,14
30/05/2021,Group 1,Waikato,1,29
30/05/2021,Group 1,Waikato,2,42
30/05/2021,Group 1,Wairarapa,2,6
30/05/2021,Group 2,Auckland Metro,1,9590
30/05/2021,Group 2,Auckland Metro,2,9000
30/05/2021,Group 2,Bay of Plenty,1,801
30/05/2021,Group 2,Bay of Plenty,2,2507
30/05/2021,Group 2,Canterbury,1,2188
30/05/2021,Group 2,Canterbury,2,4595
30/05/2021,Group 2,Capital & Coast and Hutt Valley,1,541
30/05/2021,Group 2,Capital & Coast and Hutt Valley,2,3016
30/05/2021,Group 2,Hawke's Bay,1,300
30/05/2021,Group 2,Hawke's Bay,2,1711
30/05/2021,Group 2,Lakes,1,385
30/05/2021,Group 2,Lakes,2,834
30/05/2021,Group 2,MidCentral,1,1352
30/05/2021,Group 2,MidCentral,2,1380
30/05/2021,Group 2,Nelson Marlborough,1,279
30/05/2021,Group 2,Nelson Marlborough,2,821
30/05/2021,Group 2,Northland,1,372
30/05/2021,Group 2,Northland,2,1840
30/05/2021,Group 2,Other Sites,1,901
30/05/2021,Group 2,Other Sites,2,1143
30/05/2021,Group 2,South Canterbury,1,88
30/05/2021,Group 2,South Canterbury,2,595
30/05/2021,Group 2,Southern,1,1059
30/05/2021,Group 2,Southern,2,1676
30/05/2021,Group 2,Tairawhiti,1,84
30/05/2021,Group 2,Tairawhiti,2,128
30/05/2021,Group 2,Taranaki,1,251
30/05/2021,Group 2,Taranaki,2,493
30/05/2021,Group 2,Waikato,1,1798
30/05/2021,Group 2,Waikato,2,2942
30/05/2021,Group 2,Wairarapa,1,37
30/05/2021,Group 2,Wairarapa,2,597
30/05/2021,Group 2,West Coast,1,197
30/05/2021,Group 2,West Coast,2,403
30/05/2021,Group 2,Whanganui,1,129
30/05/2021,Group 2,Whanganui,2,800
30/05/2021,Group 3,Auckland Metro,1,6200
30/05/2021,Group 3,Auckland Metro,2,700
30/05/2021,Group 3,Bay of Plenty,1,3293
30/05/2021,Group 3,Bay of Plenty,2,467
30/05/2021,Group 3,Canterbury,1,640
30/05/2021,Group 3,Canterbury,2,34
30/05/2021,Group 3,Capital & Coast and Hutt Valley,1,1619
30/05/2021,Group 3,Capital & Coast and Hutt Valley,2,335
30/05/2021,Group 3,Hawke's Bay,1,2055
30/05/2021,Group 3,Hawke's Bay,2,5
30/05/2021,Group 3,Lakes,1,1076
30/05/2021,Group 3,Lakes,2,352
30/05/2021,Group 3,MidCentral,1,924
30/05/2021,Group 3,MidCentral,2,15
30/05/2021,Group 3,Nelson Marlborough,1,2161
30/05/2021,Group 3,Nelson Marlborough,2,909
30/05/2021,Group 3,Northland,1,1738
30/05/2021,Group 3,Northland,2,282
30/05/2021,Group 3,Other Sites,1,108
30/05/2021,Group 3,Other Sites,2,7
30/05/2021,Group 3,South Canterbury,1,96
30/05/2021,Group 3,South Canterbury,2,24
30/05/2021,Group 3,Southern,1,2920
30/05/2021,Group 3,Southern,2,30
30/05/2021,Group 3,Tairawhiti,1,420
30/05/2021,Group 3,Taranaki,1,214
30/05/2021,Group 3,Waikato,1,1514
30/05/2021,Group 3,Waikato,2,420
30/05/2021,Group 3,Wairarapa,1,370
30/05/2021,Group 3,Wairarapa,2,28
30/05/2021,Group 3,West Coast,1,517
30/05/2021,Group 3,West Coast,2,30
30/05/2021,Group 3,Whanganui,1,762
30/05/2021,Group 3,Whanganui,2,166
30/05/2021,Group 4,Auckland Metro,1,5487
30/05/2021,Group 4,Auckland Metro,2,1512
30/05/2021,Group 4,Bay of Plenty,1,192
30/05/2021,Group 4,Canterbury,1,159
30/05/2021,Group 4,Canterbury,2,8
30/05/2021,Group 4,Capital & Coast and Hutt Valley,1,182
30/05/2021,Group 4,Capital & Coast and Hutt Valley,2,232
30/05/2021,Group 4,Hawke's Bay,1,1255
30/05/2021,Group 4,Lakes,1,241
30/05/2021,Group 4,MidCentral,1,279
30/05/2021,Group 4,Nelson Marlborough,1,86
30/05/2021,Group 4,Northland,1,778
30/05/2021,Group 4,Northland,2,124
30/05/2021,Group 4,Other Sites,1,55
30/05/2021,Group 4,South Canterbury,1,61
30/05/2021,Group 4,Southern,1,223
30/05/2021,Group 4,Tairawhiti,1,234
30/05/2021,Group 4,Taranaki,1,18
30/05/2021,Group 4,Waikato,1,431
30/05/2021,Group 4,Waikato,2,9
30/05/2021,Group 4,Wairarapa,1,13
30/05/2021,Group 4,West Coast,1,39
30/05/2021,Group 4,Whanganui,1,92
06/06/2021,Group 1,Auckland Metro,1,328
06/06/2021,Group 1,Auckland Metro,2,937
06/06/2021,Group 1,Bay of Plenty,1,32
06/06/2021,Group 1,Bay of Plenty,2,42
06/06/2021,Group 1,Canterbury,1,195
06/06/2021,Group 1,Canterbury,2,568
06/06/2021,Group 1,Capital & Coast and Hutt Valley,1,97
06/06/2021,Group 1,Capital & Coast and Hutt Valley,2,345
06/06/2021,Group 1,Hawke's Bay,1,13
06/06/2021,Group 1,Hawke's Bay,2,68
06/06/2021,Group 1,Lakes,1,29
06/06/2021,Group 1,Lakes,2,124
06/06/2021,Group 1,MidCentral,1,38
06/06/2021,Group 1,MidCentral,2,28
06/06/2021,Group 1,Nelson Marlborough,1,13
06/06/2021,Group 1,Nelson Marlborough,2,47
06/06/2021,Group 1,Northland,1,6
06/06/2021,Group 1,Northland,2,9
06/06/2021,Group 1,Other Sites,1,126
06/06/2021,Group 1,Other Sites,2,570
06/06/2021,Group 1,South Canterbury,2,6
06/06/2021,Group 1,Southern,1,102
06/06/2021,Group 1,Southern,2,68
06/06/2021,Group 1,Tairawhiti,2,10
06/06/2021,Group 1,Taranaki,1,12
06/06/2021,Group 1,Taranaki,2,6
06/06/2021,Group 1,Waikato,1,24
06/06/2021,Group 1,Waikato,2,52
06/06/2021,Group 2,Auckland Metro,1,9843
06/06/2021,Group 2,Auckland Metro,2,10481
06/06/2021,Group 2,Bay of Plenty,1,1160
06/06/2021,Group 2,Bay of Plenty,2,1316
06/06/2021,Group 2,Canterbury,1,2290
06/06/2021,Group 2,Canterbury,2,2831
06/06/2021,Group 2,Capital & Coast and Hutt Valley,1,574
06/06/2021,Group 2,Capital & Coast and Hutt Valley,2,3470
06/06/2021,Group 2,Hawke's Bay,1,277
06/06/2021,Group 2,Hawke's Bay,2,1813
06/06/2021,Group 2,Lakes,1,880
06/06/2021,Group 2,Lakes,2,609
06/06/2021,Group 2,MidCentral,1,538
06/06/2021,Group 2,MidCentral,2,1499
06/06/2021,Group 2,Nelson Marlborough,1,128
06/06/2021,Group 2,Nelson Marlborough,2,809
06/06/2021,Group 2,Northland,1,352
06/06/2021,Group 2,Northland,2,1648
06/06/2021,Group 2,Other Sites,1,1083
06/06/2021,Group 2,Other Sites,2,1569
06/06/2021,Group 2,South Canterbury,1,22
06/06/2021,Group 2,South Canterbury,2,270
06/06/2021,Group 2,Southern,1,1322
06/06/2021,Group 2,Southern,2,1572
06/06/2021,Group 2,Tairawhiti,1,75
06/06/2021,Group 2,Tairawhiti,2,263
06/06/2021,Group 2,Taranaki,1,217
06/06/2021,Group 2,Taranaki,2,522
06/06/2021,Group 2,Waikato,1,957
06/06/2021,Group 2,Waikato,2,2361
06/06/2021,Group 2,Wairarapa,1,101
06/06/2021,Group 2,Wairarapa,2,542
06/06/2021,Group 2,West Coast,1,94
06/06/2021,Group 2,West Coast,2,393
06/06/2021,Group 2,Whanganui,1,144
06/06/2021,Group 2,Whanganui,2,513
06/06/2021,Group 3,Auckland Metro,1,8973
06/06/2021,Group 3,Auckland Metro,2,1350
06/06/2021,Group 3,Bay of Plenty,1,3118
06/06/2021,Group 3,Bay of Plenty,2,1635
06/06/2021,Group 3,Canterbury,1,496
06/06/2021,Group 3,Canterbury,2,57
06/06/2021,Group 3,Capital & Coast and Hutt Valley,1,1710
06/06/2021,Group 3,Capital & Coast and Hutt Valley,2,596
06/06/2021,Group 3,Hawke's Bay,1,3731
06/06/2021,Group 3,Hawke's Bay,2,64
06/06/2021,Group 3,Lakes,1,1707
06/06/2021,Group 3,Lakes,2,308
06/06/2021,Group 3,MidCentral,1,1305
06/06/2021,Group 3,MidCentral,2,539
06/06/2021,Group 3,Nelson Marlborough,1,1939
06/06/2021,Group 3,Nelson Marlborough,2,1469
06/06/2021,Group 3,Northland,1,2344
06/06/2021,Group 3,Northland,2,202
06/06/2021,Group 3,Other Sites,1,16
06/06/2021,Group 3,Other Sites,2,8
06/06/2021,Group 3,South Canterbury,1,2189
06/06/2021,Group 3,South Canterbury,2,242
06/06/2021,Group 3,Southern,1,4987
06/06/2021,Group 3,Southern,2,58
06/06/2021,Group 3,Tairawhiti,1,538
06/06/2021,Group 3,Taranaki,1,242
06/06/2021,Group 3,Taranaki,2,16
06/06/2021,Group 3,Waikato,1,1931
06/06/2021,Group 3,Waikato,2,510
06/06/2021,Group 3,Wairarapa,1,606
06/06/2021,Group 3,Wairarapa,2,100
06/06/2021,Group 3,West Coast,1,523
06/06/2021,Group 3,West Coast,2,195
06/06/2021,Group 3,Whanganui,1,1543
06/06/2021,Group 3,Whanganui,2,203
06/06/2021,Group 4,Auckland Metro,1,6500
06/06/2021,Group 4,Auckland Metro,2,1065
06/06/2021,Group 4,Bay of Plenty,1,196
06/06/2021,Group 4,Canterbury,1,251
06/06/2021,Group 4,Canterbury,2,15
06/06/2021,Group 4,Capital & Coast and Hutt Valley,1,134
06/06/2021,Group 4,Capital & Coast and Hutt Valley,2,52
06/06/2021,Group 4,Hawke's Bay,1,1074
06/06/2021,Group 4,Hawke's Bay,2,7
06/06/2021,Group 4,Lakes,1,149
06/06/2021,Group 4,MidCentral,1,133
06/06/2021,Group 4,MidCentral,2,6
06/06/2021,Group 4,Nelson Marlborough,1,19
06/06/2021,Group 4,Nelson Marlborough,2,5
06/06/2021,Group 4,Northland,1,751
06/06/2021,Group 4,Northland,2,102
06/06/2021,Group 4,Other Sites,1,58
06/06/2021,Group 4,South Canterbury,1,119
06/06/2021,Group 4,Southern,1,291
06/06/2021,Group 4,Tairawhiti,1,133
06/06/2021,Group 4,Taranaki,1,17
06/06/2021,Group 4,Waikato,1,460
06/06/2021,Group 4,Waikato,2,14
06/06/2021,Group 4,Wairarapa,1,34
06/06/2021,Group 4,West Coast,1,96
06/06/2021,Group 4,Whanganui,1,78
13/06/2021,Group 1,Auckland Metro,1,272
13/06/2021,Group 1,Auckland Metro,2,668
13/06/2021,Group 1,Bay of Plenty,1,36
13/06/2021,Group 1,Bay of Plenty,2,28
13/06/2021,Group 1,Canterbury,1,144
13/06/2021,Group 1,Canterbury,2,424
13/06/2021,Group 1,Capital & Coast and Hutt Valley,1,70
13/06/2021,Group 1,Capital & Coast and Hutt Valley,2,240
13/06/2021,Group 1,Hawke's Bay,1,8
13/06/2021,Group 1,Hawke's Bay,2,15
13/06/2021,Group 1,Lakes,1,50
13/06/2021,Group 1,Lakes,2,45
13/06/2021,Group 1,MidCentral,1,8
13/06/2021,Group 1,MidCentral,2,13
13/06/2021,Group 1,Nelson Marlborough,1,9
13/06/2021,Group 1,Nelson Marlborough,2,46
13/06/2021,Group 1,Northland,1,5
13/06/2021,Group 1,Northland,2,6
13/06/2021,Group 1,Other Sites,1,109
13/06/2021,Group 1,Other Sites,2,48
13/06/2021,Group 1,South Canterbury,1,7
13/06/2021,Group 1,South Canterbury,2,5
13/06/2021,Group 1,Southern,1,46
13/06/2021,Group 1,Southern,2,99
13/06/2021,Group 1,Tairawhiti,2,10
13/06/2021,Group 1,Taranaki,2,5
13/06/2021,Group 1,Waikato,1,19
13/06/2021,Group 1,Waikato,2,24
13/06/2021,Group 1,Whanganui,2,20
13/06/2021,Group 2,Auckland Metro,1,10692
13/06/2021,Group 2,Auckland Metro,2,8714
13/06/2021,Group 2,Bay of Plenty,1,370
13/06/2021,Group 2,Bay of Plenty,2,954
13/06/2021,Group 2,Canterbury,1,3071
13/06/2021,Group 2,Canterbury,2,2239
13/06/2021,Group 2,Capital & Coast and Hutt Valley,1,318
13/06/2021,Group 2,Capital & Coast and Hutt Valley,2,1669
13/06/2021,Group 2,Hawke's Bay,1,323
13/06/2021,Group 2,Hawke's Bay,2,660
13/06/2021,Group 2,Lakes,1,796
13/06/2021,Group 2,Lakes,2,248
13/06/2021,Group 2,MidCentral,1,584
13/06/2021,Group 2,MidCentral,2,1124
13/06/2021,Group 2,Nelson Marlborough,1,367
13/06/2021,Group 2,Nelson Marlborough,2,465
13/06/2021,Group 2,Northland,1,782
13/06/2021,Group 2,Northland,2,1177
13/06/2021,Group 2,Other Sites,1,1029
13/06/2021,Group 2,Other Sites,2,1023
13/06/2021,Group 2,South Canterbury,1,40
13/06/2021,Group 2,South Canterbury,2,148
13/06/2021,Group 2,Southern,1,918
13/06/2021,Group 2,Southern,2,1551
13/06/2021,Group 2,Tairawhiti,1,102
13/06/2021,Group 2,Tairawhiti,2,350
13/06/2021,Group 2,Taranaki,1,395
13/06/2021,Group 2,Taranaki,2,307
13/06/2021,Group 2,Waikato,1,987
13/06/2021,Group 2,Waikato,2,1596
13/06/2021,Group 2,Wairarapa,1,14
13/06/2021,Group 2,Wairarapa,2,102
13/06/2021,Group 2,West Coast,1,84
13/06/2021,Group 2,West Coast,2,235
13/06/2021,Group 2,Whanganui,1,81
13/06/2021,Group 2,Whanganui,2,470
13/06/2021,Group 3,Auckland Metro,1,7631
13/06/2021,Group 3,Auckland Metro,2,2605
13/06/2021,Group 3,Bay of Plenty,1,2482
13/06/2021,Group 3,Bay of Plenty,2,2112
13/06/2021,Group 3,Canterbury,1,413
13/06/2021,Group 3,Canterbury,2,202
13/06/2021,Group 3,Capital & Coast and Hutt Valley,1,1999
13/06/2021,Group 3,Capital & Coast and Hutt Valley,2,559
13/06/2021,Group 3,Hawke's Bay,1,2428
13/06/2021,Group 3,Hawke's Bay,2,404
13/06/2021,Group 3,Lakes,1,1608
13/06/2021,Group 3,Lakes,2,788
13/06/2021,Group 3,MidCentral,1,1427
13/06/2021,Group 3,MidCentral,2,477
13/06/2021,Group 3,Nelson Marlborough,1,2195
13/06/2021,Group 3,Nelson Marlborough,2,1317
13/06/2021,Group 3,Northland,1,2447
13/06/2021,Group 3,Northland,2,489
13/06/2021,Group 3,Other Sites,2,8
13/06/2021,Group 3,South Canterbury,1,1459
13/06/2021,Group 3,South Canterbury,2,130
13/06/2021,Group 3,Southern,1,2681
13/06/2021,Group 3,Southern,2,736
13/06/2021,Group 3,Tairawhiti,1,579
13/06/2021,Group 3,Tairawhiti,2,131
13/06/2021,Group 3,Taranaki,1,201
13/06/2021,Group 3,Taranaki,2,133
13/06/2021,Group 3,Waikato,1,1774
13/06/2021,Group 3,Waikato,2,995
13/06/2021,Group 3,Wairarapa,1,343
13/06/2021,Group 3,Wairarapa,2,360
13/06/2021,Group 3,West Coast,1,296
13/06/2021,Group 3,West Coast,2,278
13/06/2021,Group 3,Whanganui,1,1407
13/06/2021,Group 3,Whanganui,2,389
13/06/2021,Group 4,Auckland Metro,1,5503
13/06/2021,Group 4,Auckland Metro,2,2718
13/06/2021,Group 4,Bay of Plenty,1,141
13/06/2021,Group 4,Bay of Plenty,2,92
13/06/2021,Group 4,Canterbury,1,217
13/06/2021,Group 4,Canterbury,2,114
13/06/2021,Group 4,Capital & Coast and Hutt Valley,1,224
13/06/2021,Group 4,Capital & Coast and Hutt Valley,2,85
13/06/2021,Group 4,Hawke's Bay,1,617
13/06/2021,Group 4,Hawke's Bay,2,291
13/06/2021,Group 4,Lakes,1,206
13/06/2021,Group 4,Lakes,2,42
13/06/2021,Group 4,MidCentral,1,219
13/06/2021,Group 4,MidCentral,2,73
13/06/2021,Group 4,Nelson Marlborough,2,9
13/06/2021,Group 4,Northland,1,834
13/06/2021,Group 4,Northland,2,127
13/06/2021,Group 4,Other Sites,1,9
13/06/2021,Group 4,Other Sites,2,7
13/06/2021,Group 4,South Canterbury,1,225
13/06/2021,Group 4,South Canterbury,2,14
13/06/2021,Group 4,Southern,1,117
13/06/2021,Group 4,Southern,2,155
13/06/2021,Group 4,Tairawhiti,1,33
13/06/2021,Group 4,Tairawhiti,2,12
13/06/2021,Group 4,Taranaki,1,91
13/06/2021,Group 4,Taranaki,2,52
13/06/2021,Group 4,Waikato,1,262
13/06/2021,Group 4,Waikato,2,68
13/06/2021,Group 4,Wairarapa,1,17
13/06/2021,Group 4,Wairarapa,2,5
13/06/2021,Group 4,West Coast,1,26
13/06/2021,Group 4,West Coast,2,89
13/06/2021,Group 4,Whanganui,1,15
13/06/2021,Group 4,Whanganui,2,43
20/06/2021,Group 1,Auckland Metro,1,236
20/06/2021,Group 1,Auckland Metro,2,521
20/06/2021,Group 1,Bay of Plenty,1,22
20/06/2021,Group 1,Bay of Plenty,2,58
20/06/2021,Group 1,Canterbury,1,363
20/06/2021,Group 1,Canterbury,2,458
20/06/2021,Group 1,Capital & Coast and Hutt Valley,1,99
20/06/2021,Group 1,Capital & Coast and Hutt Valley,2,199
20/06/2021,Group 1,Hawke's Bay,1,5
20/06/2021,Group 1,Hawke's Bay,2,32
20/06/2021,Group 1,Lakes,1,18
20/06/2021,Group 1,Lakes,2,29
20/06/2021,Group 1,MidCentral,1,15
20/06/2021,Group 1,MidCentral,2,19
20/06/2021,Group 1,Nelson Marlborough,1,12
