SA2 Code 2018,SA2 2018,DHB of residence,ethnicity_priority,Age,Population,At least partially vaccinated,Completed primary course,Eligible for booster 1,Booster 1 recieved,Eligible for booster 2,Booster 2 recieved,Partially vaccinated uptake,Completed primary course uptake,Booster 1 uptake,Booster 2 uptake
130900,Glen Eden Woodglen,Waitemata,Maori,12+,431,383,368,324,189,54,12,89%,85%,58%,22%
130900,Glen Eden Woodglen,Waitemata,Maori,5-11,94,48,20,NA,NA,NA,NA,51%,21%,NA,NA
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,12+,668,594,586,537,314,119,34,89%,88%,58%,29%
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,5-11,97,47,21,NA,NA,NA,NA,48%,22%,NA,NA
131000,Kelston South,Waitemata,Maori,12+,316,270,259,236,99,34,14,85%,82%,42%,41%
131000,Kelston South,Waitemata,Maori,5-11,54,20,9,NA,NA,NA,NA,37%,17%,NA,NA
131000,Kelston South,Waitemata,Pacific Peoples,12+,687,609,600,549,282,97,28,89%,87%,51%,29%
131000,Kelston South,Waitemata,Pacific Peoples,5-11,103,51,12,NA,NA,NA,NA,50%,12%,NA,NA
131100,Waterview,Auckland,Maori,12+,391,353,340,320,194,66,28,90%,87%,61%,42%
131100,Waterview,Auckland,Maori,5-11,56,26,11,NA,NA,NA,NA,46%,20%,NA,NA
131100,Waterview,Auckland,Pacific Peoples,12+,625,567,550,502,280,107,24,91%,88%,56%,22%
131100,Waterview,Auckland,Pacific Peoples,5-11,122,51,9,NA,NA,NA,NA,42%,7%,NA,NA
131200,Ponsonby East,Auckland,Maori,12+,180,156,155,147,108,43,18,87%,86%,73%,42%
131200,Ponsonby East,Auckland,Pacific Peoples,12+,190,177,175,170,115,56,25,93%,92%,68%,45%
131300,Wynyard-Viaduct,Auckland,Maori,12+,62,54,54,53,45,18,7,87%,87%,85%,39%
131400,Stanley Point,Waitemata,Maori,12+,69,63,63,59,40,14,Masked,91%,91%,68%,29%
131500,Glen Eden Central,Waitemata,Maori,12+,330,288,283,251,128,41,13,87%,86%,51%,32%
131500,Glen Eden Central,Waitemata,Maori,5-11,62,36,17,NA,NA,NA,NA,58%,27%,NA,NA
131500,Glen Eden Central,Waitemata,Pacific Peoples,12+,338,302,300,277,177,63,24,89%,89%,64%,38%
131500,Glen Eden Central,Waitemata,Pacific Peoples,5-11,54,29,9,NA,NA,NA,NA,54%,17%,NA,NA
131600,Grey Lynn North,Auckland,Maori,12+,232,220,219,207,146,43,16,95%,94%,71%,37%
131600,Grey Lynn North,Auckland,Pacific Peoples,12+,262,237,232,216,162,69,25,90%,89%,75%,36%
131700,Avondale West (Auckland),Auckland,Maori,12+,385,337,321,302,168,60,16,88%,83%,56%,27%
131700,Avondale West (Auckland),Auckland,Maori,5-11,76,25,14,NA,NA,NA,NA,33%,18%,NA,NA
131700,Avondale West (Auckland),Auckland,Pacific Peoples,12+,"1,103",980,958,892,542,225,58,89%,87%,61%,26%
131700,Avondale West (Auckland),Auckland,Pacific Peoples,5-11,159,70,39,NA,NA,NA,NA,44%,25%,NA,NA
131800,Freemans Bay,Auckland,Maori,12+,273,250,246,239,174,79,32,92%,90%,73%,41%
131800,Freemans Bay,Auckland,Pacific Peoples,12+,181,162,160,158,108,46,16,90%,88%,68%,35%
131900,Mount Albert West,Auckland,Maori,12+,213,192,191,176,121,38,19,90%,90%,69%,50%
131900,Mount Albert West,Auckland,Pacific Peoples,12+,266,228,221,208,142,47,21,86%,83%,68%,45%
132000,Avondale North (Auckland),Auckland,Maori,12+,343,307,304,281,163,61,13,90%,89%,58%,21%
132000,Avondale North (Auckland),Auckland,Maori,5-11,56,27,12,NA,NA,NA,NA,48%,21%,NA,NA
132000,Avondale North (Auckland),Auckland,Pacific Peoples,12+,648,583,574,527,337,135,48,90%,89%,64%,36%
132000,Avondale North (Auckland),Auckland,Pacific Peoples,5-11,79,38,13,NA,NA,NA,NA,48%,16%,NA,NA
132100,Grey Lynn West,Auckland,Maori,12+,268,242,236,216,131,53,23,90%,88%,61%,43%
132100,Grey Lynn West,Auckland,Pacific Peoples,12+,382,345,341,317,198,84,31,90%,89%,62%,37%
132100,Grey Lynn West,Auckland,Pacific Peoples,5-11,52,37,14,NA,NA,NA,NA,71%,27%,NA,NA
132200,Mount Albert North,Auckland,Maori,12+,274,247,246,225,145,51,21,90%,90%,64%,41%
132200,Mount Albert North,Auckland,Maori,5-11,43,20,15,NA,NA,NA,NA,47%,35%,NA,NA
132200,Mount Albert North,Auckland,Pacific Peoples,12+,319,292,289,269,164,67,26,92%,91%,61%,39%
132200,Mount Albert North,Auckland,Pacific Peoples,5-11,48,25,11,NA,NA,NA,NA,52%,23%,NA,NA
132300,New Lynn North,Waitemata,Maori,12+,296,255,244,221,127,51,21,86%,82%,57%,41%
132300,New Lynn North,Waitemata,Maori,5-11,56,27,8,NA,NA,NA,NA,48%,14%,NA,NA
132300,New Lynn North,Waitemata,Pacific Peoples,12+,547,487,481,438,242,109,23,89%,88%,55%,21%
132300,New Lynn North,Waitemata,Pacific Peoples,5-11,87,31,13,NA,NA,NA,NA,36%,15%,NA,NA
132400,Victoria Park ,Auckland,Maori,12+,134,120,120,119,72,15,Masked,90%,90%,61%,20%
132400,Victoria Park ,Auckland,Pacific Peoples,12+,76,67,66,66,37,6,Masked,88%,87%,56%,33%
132500,Konini,Waitemata,Maori,12+,281,252,248,217,115,43,11,90%,88%,53%,26%
132500,Konini,Waitemata,Maori,5-11,64,28,18,NA,NA,NA,NA,44%,28%,NA,NA
132500,Konini,Waitemata,Pacific Peoples,12+,195,168,168,147,87,30,8,86%,86%,59%,27%
132600,New Lynn North West,Waitemata,Maori,12+,254,216,211,195,107,37,7,85%,83%,55%,19%
132600,New Lynn North West,Waitemata,Pacific Peoples,12+,448,397,394,362,230,87,23,89%,88%,64%,26%
132600,New Lynn North West,Waitemata,Pacific Peoples,5-11,59,31,15,NA,NA,NA,NA,53%,25%,NA,NA
132700,Hobson Ridge North,Auckland,Maori,12+,164,136,131,130,67,19,7,83%,80%,52%,37%
132700,Hobson Ridge North,Auckland,Pacific Peoples,12+,102,90,87,85,49,10,Masked,88%,85%,58%,10%
132800,Grey Lynn Central,Auckland,Maori,12+,210,Masked,198,184,121,31,14,>95%,94%,66%,45%
132800,Grey Lynn Central,Auckland,Pacific Peoples,12+,367,329,326,313,197,95,40,90%,89%,63%,42%
132900,Fruitvale,Waitemata,Maori,12+,257,230,225,206,114,44,9,89%,88%,55%,20%
132900,Fruitvale,Waitemata,Pacific Peoples,12+,340,300,296,271,170,55,13,88%,87%,63%,24%
132900,Fruitvale,Waitemata,Pacific Peoples,5-11,40,23,11,NA,NA,NA,NA,57%,28%,NA,NA
133000,Devonport,Waitemata,Maori,12+,148,Masked,138,124,95,41,14,>95%,93%,77%,34%
133000,Devonport,Waitemata,Pacific Peoples,12+,44,Masked,Masked,42,32,18,9,>95%,>95%,76%,50%
133100,Avondale Central (Auckland),Auckland,Maori,12+,223,190,186,173,105,43,14,85%,83%,61%,33%
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,12+,477,430,425,405,242,100,24,90%,89%,60%,24%
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,5-11,51,35,14,NA,NA,NA,NA,69%,27%,NA,NA
133200,Queen Street,Auckland,Maori,12+,128,118,113,111,66,13,Masked,92%,88%,59%,31%
133200,Queen Street,Auckland,Pacific Peoples,12+,71,Masked,64,62,38,10,Masked,>95%,90%,61%,10%
133300,Quay Street-Customs Street,Auckland,Maori,12+,121,101,99,97,60,23,8,83%,82%,62%,35%
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,12+,116,94,91,88,50,12,Masked,81%,78%,57%,17%
133400,Hobson Ridge Central,Auckland,Maori,12+,273,242,234,229,124,32,16,89%,86%,54%,50%
133400,Hobson Ridge Central,Auckland,Pacific Peoples,12+,143,131,127,124,68,11,Masked,92%,89%,55%,18%
133500,Grey Lynn East,Auckland,Maori,12+,132,123,122,119,79,18,12,93%,92%,66%,67%
133500,Grey Lynn East,Auckland,Pacific Peoples,12+,125,Masked,Masked,113,71,22,6,>95%,>95%,63%,27%
133600,Morningside (Auckland),Auckland,Maori,12+,286,267,262,250,169,52,16,93%,92%,68%,31%
133600,Morningside (Auckland),Auckland,Pacific Peoples,12+,344,310,308,286,193,75,33,90%,90%,67%,44%
133700,Shortland Street,Auckland,Maori,12+,114,103,102,101,61,20,6,90%,89%,60%,30%
133800,Hobson Ridge South,Auckland,Maori,12+,128,111,107,106,54,15,Masked,87%,84%,51%,20%
133800,Hobson Ridge South,Auckland,Pacific Peoples,12+,57,51,49,48,30,6,Masked,89%,86%,62%,33%
133900,New Lynn Central,Waitemata,Maori,12+,55,45,45,44,20,11,Masked,82%,82%,45%,36%
133900,New Lynn Central,Waitemata,Pacific Peoples,12+,48,42,42,41,23,9,Masked,88%,88%,56%,44%
134000,Cheltenham,Waitemata,Maori,12+,58,54,54,51,41,22,10,93%,93%,80%,45%
134100,Queen Street South West,Auckland,Maori,12+,145,127,126,122,77,22,13,88%,87%,63%,59%
134100,Queen Street South West,Auckland,Pacific Peoples,12+,76,62,61,59,37,12,Masked,82%,80%,63%,33%
134200,Mount Albert Central,Auckland,Maori,12+,220,203,196,184,119,42,16,92%,89%,65%,38%
134200,Mount Albert Central,Auckland,Pacific Peoples,12+,194,171,171,164,107,41,15,88%,88%,65%,37%
134300,Karangahape,Auckland,Maori,12+,162,145,144,143,86,26,12,90%,89%,60%,46%
134300,Karangahape,Auckland,Pacific Peoples,12+,108,94,93,87,59,18,11,87%,86%,68%,61%
134400,Kingsland,Auckland,Maori,12+,284,257,256,244,170,42,13,90%,90%,70%,31%
134400,Kingsland,Auckland,Pacific Peoples,12+,355,323,318,305,206,100,24,91%,90%,68%,24%
134500,Anzac Avenue,Auckland,Maori,12+,187,168,167,167,101,25,11,90%,89%,60%,44%
134500,Anzac Avenue,Auckland,Pacific Peoples,12+,92,Masked,83,83,53,10,Masked,>95%,90%,64%,40%
134600,Waima-Woodlands Park,Waitemata,Maori,12+,122,104,101,93,63,22,7,85%,83%,68%,32%
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,12+,58,54,53,48,33,15,8,93%,91%,69%,53%
134700,Kaurilands,Waitemata,Maori,12+,248,225,223,207,135,50,18,91%,90%,65%,36%
134700,Kaurilands,Waitemata,Maori,5-11,41,23,14,NA,NA,NA,NA,56%,34%,NA,NA
134700,Kaurilands,Waitemata,Pacific Peoples,12+,118,105,104,95,73,27,7,89%,88%,77%,26%
134900,New Lynn Seabrook,Waitemata,Maori,12+,204,177,172,161,87,33,13,87%,84%,54%,39%
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,12+,363,322,318,295,180,68,23,89%,88%,61%,34%
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,5-11,54,35,13,NA,NA,NA,NA,65%,24%,NA,NA
135000,Avondale South (Auckland),Auckland,Maori,12+,295,256,249,223,121,47,18,87%,84%,54%,38%
135000,Avondale South (Auckland),Auckland,Maori,5-11,48,27,15,NA,NA,NA,NA,56%,31%,NA,NA
135000,Avondale South (Auckland),Auckland,Pacific Peoples,12+,769,698,684,642,434,183,60,91%,89%,68%,33%
135000,Avondale South (Auckland),Auckland,Pacific Peoples,5-11,92,46,31,NA,NA,NA,NA,50%,34%,NA,NA
135100,Symonds Street North West,Auckland,Maori,12+,172,155,152,151,81,11,Masked,90%,88%,54%,9%
135100,Symonds Street North West,Auckland,Pacific Peoples,12+,115,104,102,101,51,6,Masked,90%,89%,50%,17%
135200,Mount Albert South,Auckland,Maori,12+,117,107,103,97,66,32,9,91%,88%,68%,28%
135200,Mount Albert South,Auckland,Pacific Peoples,12+,117,100,100,93,66,31,16,85%,85%,71%,52%
135300,Symonds Street West,Auckland,Maori,12+,233,204,195,192,99,25,8,88%,84%,52%,32%
135300,Symonds Street West,Auckland,Pacific Peoples,12+,133,120,118,114,63,5,Masked,90%,89%,55%,20%
135400,West Lynn,Waitemata,Maori,12+,209,188,186,170,105,42,18,90%,89%,62%,43%
135400,West Lynn,Waitemata,Pacific Peoples,12+,213,188,188,170,108,44,9,88%,88%,64%,20%
135500,Owairaka West,Auckland,Maori,12+,174,143,139,133,84,24,Masked,82%,80%,63%,21%
135500,Owairaka West,Auckland,Pacific Peoples,12+,335,274,269,246,141,51,19,82%,80%,57%,37%
135500,Owairaka West,Auckland,Pacific Peoples,5-11,63,28,11,NA,NA,NA,NA,44%,17%,NA,NA
135600,New Lynn Central South,Waitemata,Maori,12+,233,201,196,184,106,36,12,86%,84%,58%,33%
135600,New Lynn Central South,Waitemata,Maori,5-11,41,21,8,NA,NA,NA,NA,51%,20%,NA,NA
135600,New Lynn Central South,Waitemata,Pacific Peoples,12+,395,366,357,325,187,76,30,93%,90%,58%,39%
135600,New Lynn Central South,Waitemata,Pacific Peoples,5-11,62,33,15,NA,NA,NA,NA,53%,24%,NA,NA
135700,The Strand,Auckland,Maori,12+,105,94,92,89,45,7,Masked,90%,88%,51%,43%
135700,The Strand,Auckland,Pacific Peoples,12+,74,66,63,62,33,Masked,NA,89%,85%,53%,0%
135800,St Lukes,Auckland,Maori,12+,109,102,100,89,50,19,6,94%,92%,56%,32%
135800,St Lukes,Auckland,Pacific Peoples,12+,172,142,139,126,86,22,7,83%,81%,68%,32%
135900,Symonds Street East,Auckland,Maori,12+,252,228,227,222,122,11,Masked,90%,90%,55%,36%
135900,Symonds Street East,Auckland,Pacific Peoples,12+,128,115,112,111,50,Masked,NA,90%,88%,45%,0%
136000,Eden Terrace,Auckland,Maori,12+,288,263,261,256,164,34,11,91%,91%,64%,32%
136000,Eden Terrace,Auckland,Pacific Peoples,12+,182,166,162,161,113,33,7,91%,89%,70%,21%
136100,Grafton,Auckland,Maori,12+,121,114,107,100,65,14,Masked,94%,88%,65%,36%
136100,Grafton,Auckland,Pacific Peoples,12+,53,48,48,44,32,8,Masked,91%,91%,73%,12%
136200,Eden Park,Auckland,Maori,12+,90,82,82,79,51,14,6,91%,91%,65%,43%
136200,Eden Park,Auckland,Pacific Peoples,12+,114,107,106,102,67,25,14,94%,93%,66%,56%
136300,Sandringham North,Auckland,Maori,12+,181,168,165,153,98,31,10,93%,91%,64%,32%
136300,Sandringham North,Auckland,Pacific Peoples,12+,299,261,257,233,152,58,15,87%,86%,65%,26%
136300,Sandringham North,Auckland,Pacific Peoples,5-11,52,26,10,NA,NA,NA,NA,50%,19%,NA,NA
136400,Parnell West,Auckland,Maori,12+,228,212,208,205,131,34,15,93%,91%,64%,44%
136400,Parnell West,Auckland,Pacific Peoples,12+,92,Masked,Masked,88,61,15,Masked,>95%,>95%,69%,13%
136500,New Lynn South,Waitemata,Maori,12+,347,296,290,265,148,56,19,85%,84%,56%,34%
136500,New Lynn South,Waitemata,Maori,5-11,58,24,12,NA,NA,NA,NA,41%,21%,NA,NA
136500,New Lynn South,Waitemata,Pacific Peoples,12+,533,492,485,433,267,102,35,92%,91%,62%,34%
136500,New Lynn South,Waitemata,Pacific Peoples,5-11,84,38,16,NA,NA,NA,NA,45%,19%,NA,NA
136600,New Windsor North,Auckland,Maori,12+,186,165,163,144,82,29,7,89%,88%,57%,24%
136600,New Windsor North,Auckland,Pacific Peoples,12+,503,452,445,421,270,124,48,90%,88%,64%,39%
136600,New Windsor North,Auckland,Pacific Peoples,5-11,57,27,10,NA,NA,NA,NA,47%,18%,NA,NA
136700,Titirangi South,Waitemata,Maori,12+,168,156,153,140,88,35,16,93%,91%,63%,46%
136700,Titirangi South,Waitemata,Pacific Peoples,12+,103,97,96,88,58,23,8,94%,93%,66%,35%
136800,Owairaka East,Auckland,Maori,12+,106,95,92,88,58,29,13,90%,87%,66%,45%
136800,Owairaka East,Auckland,Pacific Peoples,12+,260,226,224,208,120,48,11,87%,86%,58%,23%
136800,Owairaka East,Auckland,Pacific Peoples,5-11,54,27,9,NA,NA,NA,NA,50%,17%,NA,NA
136900,Eden Valley,Auckland,Maori,12+,140,132,130,125,85,32,16,94%,93%,68%,50%
136900,Eden Valley,Auckland,Pacific Peoples,12+,77,72,72,71,43,14,8,94%,94%,61%,57%
137000,Sandringham Central,Auckland,Maori,12+,112,Masked,Masked,102,74,25,10,>95%,>95%,73%,40%
137000,Sandringham Central,Auckland,Pacific Peoples,12+,250,218,212,198,115,50,24,87%,85%,58%,48%
137100,Glenavon,Auckland,Maori,12+,252,218,211,192,81,25,8,87%,84%,42%,32%
137100,Glenavon,Auckland,Maori,5-11,49,16,6,NA,NA,NA,NA,33%,12%,NA,NA
137100,Glenavon,Auckland,Pacific Peoples,12+,753,650,637,568,309,102,21,86%,85%,54%,21%
137100,Glenavon,Auckland,Pacific Peoples,5-11,115,33,11,NA,NA,NA,NA,29%,10%,NA,NA
137200,Blockhouse Bay North,Auckland,Maori,12+,165,147,145,132,75,30,14,89%,88%,57%,47%
137200,Blockhouse Bay North,Auckland,Pacific Peoples,12+,450,404,398,365,222,103,33,90%,88%,61%,32%
137200,Blockhouse Bay North,Auckland,Pacific Peoples,5-11,57,30,Masked,NA,NA,NA,NA,53%,9%,NA,NA
137300,Green Bay North,Waitemata,Maori,12+,121,109,103,94,60,22,9,90%,85%,64%,41%
137300,Green Bay North,Waitemata,Pacific Peoples,12+,151,141,141,130,81,39,17,93%,93%,62%,44%
137400,Parnell East,Auckland,Maori,12+,111,103,103,97,72,28,13,93%,93%,74%,46%
137400,Parnell East,Auckland,Pacific Peoples,12+,65,Masked,Masked,60,45,18,7,>95%,>95%,75%,39%
137500,Laingholm,Waitemata,Maori,12+,139,118,118,103,58,31,9,85%,85%,56%,29%
137600,Sandringham West,Auckland,Maori,12+,110,97,96,94,60,15,Masked,88%,87%,64%,27%
137600,Sandringham West,Auckland,Pacific Peoples,12+,207,188,186,181,123,51,19,91%,90%,68%,37%
137700,Mount Eden North East,Auckland,Maori,12+,94,88,83,83,51,10,Masked,94%,88%,61%,50%
137700,Mount Eden North East,Auckland,Pacific Peoples,12+,52,46,45,45,31,Masked,NA,88%,87%,69%,0%
137800,Mount Eden North,Auckland,Maori,12+,117,111,111,101,70,21,9,95%,95%,69%,43%
137800,Mount Eden North,Auckland,Pacific Peoples,12+,110,91,91,89,60,30,11,83%,83%,67%,37%
137900,Wesley West,Auckland,Maori,12+,222,191,174,157,84,28,Masked,86%,78%,54%,18%
137900,Wesley West,Auckland,Maori,5-11,47,14,9,NA,NA,NA,NA,30%,19%,NA,NA
137900,Wesley West,Auckland,Pacific Peoples,12+,"1,148",981,960,886,494,193,52,85%,84%,56%,27%
137900,Wesley West,Auckland,Pacific Peoples,5-11,183,90,44,NA,NA,NA,NA,49%,24%,NA,NA
138000,Green Bay South,Waitemata,Maori,12+,164,148,141,131,73,30,8,90%,86%,56%,27%
138000,Green Bay South,Waitemata,Pacific Peoples,12+,155,142,142,129,80,25,Masked,92%,92%,62%,16%
138100,Balmoral,Auckland,Maori,12+,150,133,131,121,88,23,7,89%,87%,73%,30%
138100,Balmoral,Auckland,Pacific Peoples,12+,195,182,178,166,107,48,15,93%,91%,64%,31%
138200,Sandringham East,Auckland,Maori,12+,177,161,157,144,91,32,14,91%,89%,63%,44%
138200,Sandringham East,Auckland,Pacific Peoples,12+,335,297,290,272,169,76,21,89%,87%,62%,28%
138300,New Windsor South,Auckland,Maori,12+,223,190,185,167,90,29,9,85%,83%,54%,31%
138300,New Windsor South,Auckland,Maori,5-11,48,19,13,NA,NA,NA,NA,40%,27%,NA,NA
138300,New Windsor South,Auckland,Pacific Peoples,12+,672,583,576,532,313,119,29,87%,86%,59%,24%
138300,New Windsor South,Auckland,Pacific Peoples,5-11,66,26,12,NA,NA,NA,NA,39%,18%,NA,NA
138400,Mount Eden West,Auckland,Maori,12+,111,101,100,90,68,26,7,91%,90%,76%,27%
138400,Mount Eden West,Auckland,Pacific Peoples,12+,116,110,110,98,66,27,Masked,95%,95%,67%,19%
138500,Newmarket,Auckland,Maori,12+,84,77,76,74,55,19,10,92%,90%,74%,53%
138500,Newmarket,Auckland,Pacific Peoples,12+,87,73,73,68,51,13,6,84%,84%,75%,46%
138600,Blockhouse Bay North East,Auckland,Maori,12+,109,94,92,83,47,17,Masked,86%,84%,57%,18%
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,12+,268,248,248,226,147,60,23,93%,93%,65%,38%
138700,Epsom North,Auckland,Maori,12+,127,111,107,94,57,23,8,87%,84%,61%,35%
138700,Epsom North,Auckland,Pacific Peoples,12+,114,106,104,95,65,29,10,93%,91%,68%,34%
138900,Blockhouse Bay South,Auckland,Maori,12+,180,161,158,139,69,27,9,89%,88%,50%,33%
138900,Blockhouse Bay South,Auckland,Pacific Peoples,12+,289,258,256,240,149,63,21,89%,89%,62%,33%
139000,Mount Eden East,Auckland,Maori,12+,122,Masked,Masked,107,78,30,15,>95%,>95%,73%,50%
139000,Mount Eden East,Auckland,Pacific Peoples,12+,83,77,76,71,44,20,9,93%,92%,62%,45%
139100,Wesley East,Auckland,Maori,12+,169,150,148,131,74,33,13,89%,88%,56%,39%
139100,Wesley East,Auckland,Pacific Peoples,12+,651,581,569,524,292,132,30,89%,87%,56%,23%
139100,Wesley East,Auckland,Pacific Peoples,5-11,90,40,13,NA,NA,NA,NA,44%,14%,NA,NA
139200,Orakei West,Auckland,Maori,12+,178,161,159,147,87,40,17,90%,89%,59%,42%
139200,Orakei West,Auckland,Pacific Peoples,12+,65,60,60,56,37,22,Masked,92%,92%,66%,14%
139300,Maungawhau,Auckland,Maori,12+,93,88,86,79,54,18,9,95%,92%,68%,50%
139300,Maungawhau,Auckland,Pacific Peoples,12+,95,84,84,80,61,23,12,88%,88%,76%,52%
139400,Remuera West,Auckland,Maori,12+,67,Masked,Masked,60,39,17,7,>95%,>95%,65%,41%
139400,Remuera West,Auckland,Pacific Peoples,12+,71,58,57,54,33,13,Masked,82%,80%,61%,15%
139500,Blockhouse Bay East,Auckland,Maori,12+,69,55,54,49,21,11,Masked,80%,78%,43%,27%
139500,Blockhouse Bay East,Auckland,Pacific Peoples,12+,169,151,150,143,108,52,20,89%,89%,76%,38%
139600,Lynfield North,Auckland,Maori,12+,110,97,95,83,49,21,11,88%,86%,59%,52%
139600,Lynfield North,Auckland,Pacific Peoples,12+,204,176,175,157,115,56,18,86%,86%,73%,32%
139700,Mount Roskill North,Auckland,Maori,12+,173,157,153,145,89,33,11,91%,88%,61%,33%
139700,Mount Roskill North,Auckland,Pacific Peoples,12+,360,313,307,296,174,72,19,87%,85%,59%,26%
139700,Mount Roskill North,Auckland,Pacific Peoples,5-11,51,21,Masked,NA,NA,NA,NA,41%,10%,NA,NA
139800,Mount Roskill White Swan,Auckland,Maori,12+,148,133,133,126,74,31,13,90%,90%,59%,42%
139800,Mount Roskill White Swan,Auckland,Pacific Peoples,12+,562,483,472,451,239,82,24,86%,84%,53%,29%
139800,Mount Roskill White Swan,Auckland,Pacific Peoples,5-11,60,25,8,NA,NA,NA,NA,42%,13%,NA,NA
139900,Mount Eden South,Auckland,Maori,12+,136,128,126,114,94,28,14,94%,93%,82%,50%
139900,Mount Eden South,Auckland,Pacific Peoples,12+,91,85,85,79,54,26,10,93%,93%,68%,38%
140000,Remuera Waitaramoa,Auckland,Maori,12+,106,Masked,Masked,93,63,25,14,>95%,>95%,68%,56%
140000,Remuera Waitaramoa,Auckland,Pacific Peoples,12+,42,Masked,39,39,27,14,Masked,>95%,93%,69%,36%
140100,Orakei East,Auckland,Maori,12+,672,607,596,550,344,165,45,90%,89%,63%,27%
140100,Orakei East,Auckland,Maori,5-11,115,56,33,NA,NA,NA,NA,49%,29%,NA,NA
140100,Orakei East,Auckland,Pacific Peoples,12+,123,112,111,102,55,24,11,91%,90%,54%,46%
140200,Epsom Central-North,Auckland,Maori,12+,77,71,71,67,48,17,Masked,92%,92%,72%,29%
140200,Epsom Central-North,Auckland,Pacific Peoples,12+,73,Masked,Masked,66,41,16,9,>95%,>95%,62%,56%
140300,Mount St John,Auckland,Maori,12+,213,195,188,179,115,27,11,92%,88%,64%,41%
140300,Mount St John,Auckland,Pacific Peoples,12+,117,105,103,97,57,23,8,90%,88%,59%,35%
140400,Mount Roskill Central North,Auckland,Maori,12+,134,110,109,99,66,31,8,82%,81%,67%,26%
140400,Mount Roskill Central North,Auckland,Pacific Peoples,12+,448,391,388,357,204,84,15,87%,87%,57%,18%
140400,Mount Roskill Central North,Auckland,Pacific Peoples,5-11,60,20,Masked,NA,NA,NA,NA,33%,7%,NA,NA
140500,Remuera North,Auckland,Maori,12+,57,Masked,54,50,39,11,Masked,>95%,95%,78%,36%
140500,Remuera North,Auckland,Pacific Peoples,12+,48,Masked,Masked,43,30,14,7,>95%,>95%,70%,50%
140600,Three Kings West,Auckland,Maori,12+,187,161,154,144,85,39,16,86%,82%,59%,41%
140600,Three Kings West,Auckland,Pacific Peoples,12+,458,405,395,360,190,73,15,88%,86%,53%,21%
140600,Three Kings West,Auckland,Pacific Peoples,5-11,87,35,16,NA,NA,NA,NA,40%,18%,NA,NA
140700,Mount Roskill Central South,Auckland,Maori,12+,140,121,118,105,45,20,7,86%,84%,43%,35%
140700,Mount Roskill Central South,Auckland,Maori,5-11,40,13,Masked,NA,NA,NA,NA,32%,10%,NA,NA
140700,Mount Roskill Central South,Auckland,Pacific Peoples,12+,558,487,477,436,234,84,19,87%,85%,54%,23%
140700,Mount Roskill Central South,Auckland,Pacific Peoples,5-11,95,46,19,NA,NA,NA,NA,48%,20%,NA,NA
140800,Epsom Central-South,Auckland,Maori,12+,84,79,78,68,46,21,9,94%,93%,68%,43%
140800,Epsom Central-South,Auckland,Pacific Peoples,12+,110,99,97,89,66,29,12,90%,88%,74%,41%
140900,Lynfield South,Auckland,Maori,12+,121,114,112,101,67,27,12,94%,93%,66%,44%
140900,Lynfield South,Auckland,Pacific Peoples,12+,302,275,274,245,166,61,19,91%,91%,68%,31%
141000,Remuera South,Auckland,Maori,12+,98,91,91,84,58,26,13,93%,93%,69%,50%
141000,Remuera South,Auckland,Pacific Peoples,12+,117,109,107,97,68,28,11,93%,91%,70%,39%
141100,Mission Bay,Auckland,Maori,12+,115,97,97,95,73,28,16,84%,84%,77%,57%
141100,Mission Bay,Auckland,Pacific Peoples,12+,70,Masked,Masked,60,42,18,6,>95%,>95%,70%,33%
141200,Three Kings East,Auckland,Maori,12+,59,49,48,43,33,15,7,83%,81%,77%,47%
141200,Three Kings East,Auckland,Pacific Peoples,12+,55,45,45,44,35,15,Masked,82%,82%,80%,13%
141300,Mount Roskill South,Auckland,Maori,12+,88,Masked,82,77,42,20,12,>95%,93%,55%,60%
141300,Mount Roskill South,Auckland,Pacific Peoples,12+,213,189,185,174,117,42,15,89%,87%,67%,36%
141500,Epsom East,Auckland,Maori,12+,116,97,96,89,61,18,8,84%,83%,69%,44%
141500,Epsom East,Auckland,Pacific Peoples,12+,117,98,98,95,71,35,11,84%,84%,75%,31%
141600,Remuera Waiata,Auckland,Maori,12+,56,49,49,43,33,17,9,88%,88%,77%,53%
141700,Epsom South,Auckland,Maori,12+,113,Masked,Masked,96,61,21,16,>95%,>95%,64%,76%
141700,Epsom South,Auckland,Pacific Peoples,12+,56,48,47,45,33,7,Masked,86%,84%,73%,29%
141800,Kohimarama,Auckland,Maori,12+,88,82,81,76,53,20,8,93%,92%,70%,40%
141900,Meadowbank West,Auckland,Maori,12+,126,118,115,102,67,30,15,94%,91%,66%,50%
141900,Meadowbank West,Auckland,Pacific Peoples,12+,122,107,106,99,63,24,Masked,88%,87%,64%,12%
142000,Hillsborough North (Auckland),Auckland,Maori,12+,110,100,96,94,49,19,10,91%,87%,52%,53%
142000,Hillsborough North (Auckland),Auckland,Pacific Peoples,12+,327,299,293,268,171,67,18,91%,90%,64%,27%
