sa2_code,sa2,dhb,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
249700,Newlands South,Capital and Coast,337,330,masked,>950,>950
249800,Woodridge,Capital and Coast,59,57,masked,>950,>950
249900,Karori North,Capital and Coast,71,70,masked,>950,>950
250000,Khandallah North,Capital and Coast,101,100,masked,>950,>950
250100,Wilton,Capital and Coast,153,150,masked,>950,>950
250200,Khandallah South,Capital and Coast,61,60,masked,>950,>950
250300,Wadestown,Capital and Coast,174,172,masked,>950,>950
250400,Karori South,Capital and Coast,209,206,masked,>950,>950
250500,Onslow,Capital and Coast,93,89,masked,>950,>950
250600,Karori East,Capital and Coast,122,118,masked,>950,>950
250700,Pipitea-Kaiwharawhara,Capital and Coast,81,81,masked,>950,>950
250800,Northland (Wellington City),Capital and Coast,163,163,masked,>950,>950
250900,Thorndon,Capital and Coast,252,249,masked,>950,>950
251000,Wellington Botanic Gardens,Capital and Coast,55,55,masked,>950,>950
251100,Kelburn,Capital and Coast,97,96,masked,>950,>950
251200,Aro Valley,Capital and Coast,273,270,masked,>950,>950
251300,Wellington University,Capital and Coast,93,92,98,949,939
251400,Wellington Central,Capital and Coast,226,222,masked,>950,>950
251500,Brooklyn North,Capital and Coast,90,87,masked,>950,>950
251600,Dixon Street,Capital and Coast,378,374,masked,>950,>950
251700,Vivian West,Capital and Coast,245,242,masked,>950,>950
251800,Courtenay,Capital and Coast,119,117,masked,>950,>950
251900,Brooklyn East,Capital and Coast,156,154,masked,>950,>950
252000,Mount Cook West,Capital and Coast,324,318,348,931,914
252100,Vivian East,Capital and Coast,143,140,masked,>950,>950
252200,Brooklyn South,Capital and Coast,121,119,masked,>950,>950
252300,Oriental Bay,Capital and Coast,60,60,masked,>950,>950
252400,Mount Cook East,Capital and Coast,234,232,masked,>950,>950
252500,Mount Victoria,Capital and Coast,263,259,masked,>950,>950
252600,Roseneath ,Capital and Coast,69,68,masked,>950,>950
252700,Owhiro Bay,Capital and Coast,191,188,masked,>950,>950
252800,Kingston-Mornington-Vogeltown,Capital and Coast,198,196,masked,>950,>950
252900,Newtown North,Capital and Coast,165,163,183,902,891
253000,Newtown West,Capital and Coast,263,259,masked,>950,>950
253100,Hataitai North,Capital and Coast,222,218,masked,>950,>950
253200,Evans Bay,Capital and Coast,76,76,masked,>950,>950
253300,Berhampore,Capital and Coast,313,308,332,943,928
253400,Hataitai South,Capital and Coast,98,95,masked,>950,>950
253500,Maupuia,Capital and Coast,106,102,masked,>950,>950
253600,Newtown South,Capital and Coast,298,290,masked,>950,>950
253700,Kilbirnie Central,Capital and Coast,230,222,masked,>950,>950
253800,Island Bay West,Capital and Coast,250,246,masked,>950,>950
253900,Melrose,Capital and Coast,79,79,85,929,929
254000,Island Bay East,Capital and Coast,251,248,271,926,915
254100,Miramar North,Capital and Coast,107,100,masked,>950,>950
254200,Kilbirnie East,Capital and Coast,195,190,masked,>950,>950
254300,Lyall Bay,Capital and Coast,242,238,masked,>950,>950
254400,Miramar Central,Capital and Coast,142,138,152,934,908
254500,Southgate,Capital and Coast,83,81,masked,>950,>950
254600,Karaka Bay-Worser Bay,Capital and Coast,64,62,masked,>950,>950
254700,Houghton Bay,Capital and Coast,99,98,masked,>950,>950
254800,Miramar East,Capital and Coast,132,132,masked,>950,>950
254900,Miramar South,Capital and Coast,234,231,masked,>950,>950
255000,Rongotai,Capital and Coast,masked,masked,masked,masked,masked
255100,Strathmore (Wellington City),Capital and Coast,482,459,masked,>950,>950
255200,Seatoun,Capital and Coast,103,103,masked,>950,>950
255300,Kopuaranga,Wairarapa,74,73,85,871,859
255400,Upper Plain,Wairarapa,115,111,masked,>950,>950
255500,Opaki,Wairarapa,71,70,masked,>950,>950
255600,Ngaumutawa,Wairarapa,209,202,223,937,906
255700,Solway North,Wairarapa,351,333,373,941,893
255800,Lansdowne West,Wairarapa,236,222,265,891,838
255900,Masterton Central,Wairarapa,123,119,144,854,826
256000,Kuripuni,Wairarapa,195,188,207,942,908
256100,Douglas Park,Wairarapa,254,241,masked,>950,>950
256200,Solway South,Wairarapa,669,643,706,948,911
256300,Lansdowne East,Wairarapa,465,443,masked,>950,>950
256400,Cameron and Soldiers Park,Wairarapa,368,354,397,927,892
256500,Whareama,Wairarapa,139,132,masked,>950,>950
256600,Homebush-Te Ore Ore,Wairarapa,106,105,124,855,847
256700,McJorrow Park,Wairarapa,592,549,662,894,829
256800,Mount Holdsworth,Wairarapa,103,99,117,880,846
256900,Carterton North,Wairarapa,246,240,262,939,916
257000,Kokotau,Wairarapa,91,86,masked,>950,>950
257100,Carterton South,Wairarapa,296,275,312,949,881
257200,Gladstone (Carterton District),Wairarapa,62,58,68,912,853
257300,Tauherenikau,Wairarapa,98,96,masked,>950,>950
257400,Kahutara,Wairarapa,95,90,masked,>950,>950
257500,Featherston,Wairarapa,357,339,396,902,856
257700,Greytown,Wairarapa,149,145,masked,>950,>950
257800,Aorangi Forest,Wairarapa,174,168,masked,>950,>950
257900,Martinborough,Wairarapa,212,197,226,938,872
300300,Golden Bay/Mohua,Nelson Marlborough,70,67,100,700,670
300500,Takaka,Nelson Marlborough,66,63,83,795,759
300600,Pohara-Abel Tasman,Nelson Marlborough,52,50,68,765,735
300700,Takaka Hills,Nelson Marlborough,67,65,91,736,714
300800,Kaiteriteri-Riwaka,Nelson Marlborough,89,87,113,788,770
300900,Upper Moutere,Nelson Marlborough,56,54,87,644,621
301000,Lower Moutere,Nelson Marlborough,76,68,104,731,654
301100,Motueka North,Nelson Marlborough,218,204,255,855,800
301200,Motueka West,Nelson Marlborough,266,252,308,864,818
301300,Motueka East,Nelson Marlborough,193,186,216,894,861
301500,Golden Downs,Nelson Marlborough,118,115,139,849,827
301600,Moutere Hills,Nelson Marlborough,107,101,117,915,863
301700,Ruby Bay-Mapua,Nelson Marlborough,91,91,97,938,938
301800,Murchison-Nelson Lakes,Nelson Marlborough,61,58,76,803,763
302100,Waimea West,Nelson Marlborough,44,44,masked,>950,>950
302200,Appleby,Nelson Marlborough,57,53,masked,>950,>950
302300,Wakefield,Nelson Marlborough,95,92,114,833,807
302400,Richmond West (Tasman District),Nelson Marlborough,84,76,91,923,835
302500,Wakefield Rural,Nelson Marlborough,45,44,50,900,880
302600,Brightwater,Nelson Marlborough,108,104,115,939,904
302700,Hope,Nelson Marlborough,masked,masked,masked,masked,masked
302800,Richmond Central (Tasman District),Nelson Marlborough,117,113,126,929,897
302900,Ben Cooper Park,Nelson Marlborough,146,137,masked,>950,>950
303000,Richmond South (Tasman District),Nelson Marlborough,masked,masked,masked,masked,masked
303100,Wilkes Park,Nelson Marlborough,109,106,115,948,922
303200,Templemore,Nelson Marlborough,62,61,masked,>950,>950
303300,Easby Park,Nelson Marlborough,139,132,156,891,846
303400,Fairose,Nelson Marlborough,masked,masked,masked,masked,masked
303500,Aniseed Valley,Nelson Marlborough,masked,masked,masked,masked,masked
303600,Nelson Rural,Nelson Marlborough,82,79,97,845,814
303800,Marybank,Nelson Marlborough,masked,masked,masked,masked,masked
303900,Port Nelson,Nelson Marlborough,masked,masked,masked,masked,masked
304000,Nelson Airport,Nelson Marlborough,masked,masked,masked,masked,masked
304100,Tahunanui,Nelson Marlborough,242,222,282,858,787
304200,Britannia,Nelson Marlborough,111,104,128,867,813
304300,Atawhai,Nelson Marlborough,152,144,masked,>950,>950
304400,Broadgreen-Monaco,Nelson Marlborough,174,171,201,866,851
304500,Washington,Nelson Marlborough,257,247,282,911,876
304600,Tahuna Hills,Nelson Marlborough,192,182,masked,>950,>950
304700,Nelson Central-Trafalgar,Nelson Marlborough,63,57,76,829,750
304800,The Wood,Nelson Marlborough,167,155,masked,>950,>950
304900,Toi Toi,Nelson Marlborough,131,125,147,891,850
305000,Nayland,Nelson Marlborough,129,125,144,896,868
305100,Aldinga,Nelson Marlborough,175,169,187,936,904
305200,Victory,Nelson Marlborough,156,143,190,821,753
305300,Rutherford,Nelson Marlborough,154,149,168,917,887
305400,Maitlands,Nelson Marlborough,147,143,164,896,872
305500,Maitai,Nelson Marlborough,64,61,68,941,897
305600,Grampians,Nelson Marlborough,282,267,309,913,864
305700,Saxton,Nelson Marlborough,masked,masked,masked,masked,masked
305800,Suffolk,Nelson Marlborough,153,150,167,916,898
305900,Omaio,Nelson Marlborough,269,255,310,868,823
306000,Enner Glynn,Nelson Marlborough,182,178,192,948,927
306100,Daelyn,Nelson Marlborough,masked,masked,masked,masked,masked
306200,The Brook,Nelson Marlborough,78,76,88,886,864
306300,Marlborough Sounds West,Nelson Marlborough,137,130,153,895,850
306500,Marlborough Sounds East,Nelson Marlborough,106,100,masked,>950,>950
306600,Upper Wairau ,Nelson Marlborough,78,77,masked,>950,>950
306700,Waikawa (Marlborough District),Nelson Marlborough,181,177,201,900,881
306800,Waitohi (Marlborough District),Nelson Marlborough,422,406,455,927,892
306900,Tuamarina,Nelson Marlborough,90,84,101,891,832
307000,Awatere,Nelson Marlborough,133,131,142,937,923
307100,Renwick,Nelson Marlborough,164,161,masked,>950,>950
307200,Lower Wairau ,Nelson Marlborough,74,73,masked,>950,>950
307300,Woodbourne,Nelson Marlborough,153,149,masked,>950,>950
307400,Spring Creek-Grovetown,Nelson Marlborough,110,103,116,948,888
307500,Springlands,Nelson Marlborough,267,257,282,947,911
307600,Yelverton,Nelson Marlborough,176,172,191,921,901
307700,Mayfield,Nelson Marlborough,193,186,224,862,830
307800,Whitney West,Nelson Marlborough,238,228,255,933,894
307900,Blenheim Central,Nelson Marlborough,170,163,199,854,819
308000,Riversdale-Islington,Nelson Marlborough,290,270,317,915,852
308100,Whitney East,Nelson Marlborough,212,204,236,898,864
308200,Redwoodtown West,Nelson Marlborough,212,206,241,880,855
308300,Witherlea West,Nelson Marlborough,168,160,masked,>950,>950
308400,Redwoodtown East,Nelson Marlborough,194,185,221,878,837
308500,Riverlands,Nelson Marlborough,masked,masked,masked,masked,masked
308600,Witherlea East,Nelson Marlborough,175,171,186,941,919
308800,Kaikoura Ranges,Canterbury,181,173,197,919,878
308900,Kaikoura,Canterbury,262,258,304,862,849
309000,Karamea,West Coast,masked,masked,masked,masked,masked
309100,Inlets Buller District,West Coast,masked,masked,masked,masked,masked
309200,Westport North,West Coast,160,153,176,909,869
309300,Westport Rural,West Coast,69,69,74,932,932
309400,Westport South,West Coast,187,177,205,912,863
309500,Buller Coalfields,West Coast,69,66,80,863,825
309600,Charleston (Buller District),West Coast,masked,masked,masked,masked,masked
309700,Inangahua,West Coast,masked,masked,masked,masked,masked
309800,Reefton,West Coast,66,63,85,776,741
309900,Barrytown,West Coast,73,71,85,859,835
310000,Runanga,West Coast,80,75,94,851,798
310100,Cobden,West Coast,171,160,189,905,847
310200,Blaketown,West Coast,80,76,91,879,835
310300,Greymouth Central,West Coast,50,48,58,862,828
310400,King Park,West Coast,63,60,71,887,845
310500,Marsden,West Coast,100,98,masked,>950,>950
310600,Karoro,West Coast,52,49,masked,>950,>950
310700,Rutherglen-Camerons,West Coast,81,78,masked,>950,>950
310800,Greymouth Rural,West Coast,45,44,60,750,733
310900,Dobson,West Coast,63,58,76,829,763
311000,Nelson Creek,West Coast,53,52,masked,>950,>950
311100,Lake Brunner,West Coast,masked,masked,masked,masked,masked
311200,Haast,West Coast,masked,masked,masked,masked,masked
311300,Westland Glaciers-Bruce Bay,West Coast,42,42,56,750,750
311400,Arahura-Kumara,West Coast,111,107,138,804,775
311500,Hokitika,West Coast,411,401,440,934,911
311700,Hokitika Rural,West Coast,119,114,128,930,891
311800,Waitaha,West Coast,masked,masked,masked,masked,masked
311900,Whataroa-Harihari,West Coast,48,44,masked,>950,>950
312000,Hokitika Valley-Otira,West Coast,masked,masked,masked,masked,masked
312100,Hanmer Range,Canterbury,masked,masked,masked,masked,masked
312200,Amuri,Canterbury,117,110,137,854,803
312300,Hanmer Springs,Canterbury,masked,masked,masked,masked,masked
312400,Upper Hurunui,Canterbury,73,67,87,839,770
312500,Parnassus,Canterbury,84,79,97,866,814
312600,Ashley Forest,Canterbury,masked,masked,masked,masked,masked
312700,Omihi,Canterbury,51,50,63,810,794
312800,Balcairn,Canterbury,96,94,103,932,913
312900,Amberley,Canterbury,93,85,106,877,802
313000,Okuku,Canterbury,masked,masked,masked,masked,masked
313100,Ashley Gorge,Canterbury,masked,masked,masked,masked,masked
313200,Oxford,Canterbury,80,78,91,879,857
313300,Starvation Hill-Cust,Canterbury,55,55,68,809,809
313400,Loburn,Canterbury,67,65,85,788,765
313500,Eyrewell,Canterbury,83,82,97,856,845
313600,West Eyreton,Canterbury,58,55,masked,>950,>950
313700,Ashley-Sefton,Canterbury,99,94,114,868,825
313800,Fernside,Canterbury,69,68,75,920,907
313900,Rangiora North West,Canterbury,77,73,88,875,830
314000,Kingsbury,Canterbury,89,86,95,937,905
314100,Ashgrove,Canterbury,84,82,96,875,854
314200,Rangiora North East,Canterbury,114,110,136,838,809
314300,Oxford Estate,Canterbury,60,60,64,938,938
314400,Rangiora Central,Canterbury,masked,masked,masked,masked,masked
314500,Rangiora South West,Canterbury,106,103,117,906,880
314600,Lilybrook,Canterbury,205,199,233,880,854
314700,Waikuku,Canterbury,145,141,165,879,855
314800,Mandeville-Ohoka,Canterbury,119,118,masked,>950,>950
314900,Rangiora South East,Canterbury,114,109,137,832,796
315000,Southbrook,Canterbury,masked,masked,masked,masked,masked
315100,Swannanoa-Eyreton,Canterbury,masked,masked,masked,masked,masked
315200,Tuahiwi,Canterbury,148,142,157,943,904
315300,Woodend,Canterbury,216,213,masked,>950,>950
315400,Pegasus,Canterbury,158,153,masked,>950,>950
315500,Clarkville,Canterbury,70,68,75,933,907
315600,Pegasus Bay,Canterbury,100,96,120,833,800
315700,Kaiapoi North West,Canterbury,202,198,225,898,880
315800,Silverstream (Waimakariri District),Canterbury,61,61,69,884,884
315900,Sovereign Palms,Canterbury,259,254,275,942,924
316000,Kaiapoi West,Canterbury,122,119,135,904,881
316100,Kaiapoi Central,Canterbury,193,188,213,906,883
316200,Kaiapoi South,Canterbury,116,113,masked,>950,>950
316300,Kaiapoi East,Canterbury,masked,masked,masked,masked,masked
316400,McLeans Island,Canterbury,masked,masked,masked,masked,masked
316500,Paparua,Canterbury,53,49,59,898,831
316600,Yaldhurst,Canterbury,79,77,masked,>950,>950
316700,Christchurch Airport,Canterbury,masked,masked,masked,masked,masked
316800,Clearwater,Canterbury,masked,masked,masked,masked,masked
316900,Belfast West,Canterbury,108,107,masked,>950,>950
317000,Harewood,Canterbury,masked,masked,masked,masked,masked
317100,Brooklands-Spencerville,Canterbury,68,65,masked,>950,>950
317200,Styx,Canterbury,71,68,78,910,872
317300,Belfast East,Canterbury,220,214,masked,>950,>950
317400,Northwood,Canterbury,105,104,111,946,937
317500,Russley,Canterbury,masked,masked,masked,masked,masked
317600,Regents Park,Canterbury,43,43,masked,>950,>950
317700,Hawthornden,Canterbury,127,124,masked,>950,>950
317800,Bishopdale North,Canterbury,269,262,287,937,913
317900,Casebrook,Canterbury,266,260,masked,>950,>950
318000,Bishopdale West,Canterbury,173,165,masked,>950,>950
318100,Templeton,Canterbury,167,166,masked,>950,>950
318200,Islington,Canterbury,112,107,masked,>950,>950
318300,Burnside Park,Canterbury,137,133,masked,>950,>950
318400,Marshland,Canterbury,56,54,65,862,831
318500,Avonhead North,Canterbury,48,46,51,941,902
318600,Redwood North,Canterbury,183,177,masked,>950,>950
318700,Broomfield,Canterbury,252,243,masked,>950,>950
318800,Redwood West,Canterbury,207,192,234,885,821
318900,Avonhead West,Canterbury,masked,masked,masked,masked,masked
319000,Bishopdale South,Canterbury,132,127,masked,>950,>950
319100,Islington-Hornby Industrial,Canterbury,masked,masked,masked,masked,masked
319200,Burnside,Canterbury,178,171,195,913,877
319300,Hei Hei,Canterbury,332,320,353,941,907
319400,Papanui North,Canterbury,192,175,224,857,781
319500,Avonhead East,Canterbury,109,106,masked,>950,>950
319600,Redwood East,Canterbury,243,240,263,924,913
319700,Avonhead South,Canterbury,122,118,masked,>950,>950
319800,Riccarton Racecourse,Canterbury,91,87,masked,>950,>950
319900,Bryndwr North,Canterbury,284,267,331,858,807
320000,Northlands (Christchurch City),Canterbury,masked,masked,masked,masked,masked
320100,Papanui West,Canterbury,163,158,masked,>950,>950
320200,Ilam North,Canterbury,125,120,masked,>950,>950
320300,Hornby West,Canterbury,269,265,masked,>950,>950
320400,Hornby Central,Canterbury,masked,masked,masked,masked,masked
320500,Northcote (Christchurch City),Canterbury,167,161,masked,>950,>950
320600,Jellie Park,Canterbury,118,117,masked,>950,>950
320700,Ilam South,Canterbury,110,104,123,894,846
320800,Bryndwr South,Canterbury,168,158,195,862,810
320900,Papanui East,Canterbury,77,76,84,917,905
321000,Sockburn North,Canterbury,178,174,189,942,921
321100,Hornby South,Canterbury,403,386,masked,>950,>950
321200,Ilam University,Canterbury,126,125,masked,>950,>950
321300,Prestons,Canterbury,181,177,masked,>950,>950
321400,Strowan,Canterbury,134,131,142,944,923
321500,Fendalton,Canterbury,66,66,masked,>950,>950
321600,Waitikiri,Canterbury,171,166,masked,>950,>950
321700,Mairehau North,Canterbury,208,202,232,897,871
321800,Bush Inn,Canterbury,140,138,149,940,926
321900,Awatea North,Canterbury,140,137,masked,>950,>950
322000,Upper Riccarton,Canterbury,137,130,165,830,788
322100,Malvern,Canterbury,124,121,masked,>950,>950
322200,Rutland,Canterbury,105,104,111,946,937
322300,Sockburn South,Canterbury,44,41,48,917,854
322400,Deans Bush,Canterbury,69,68,73,945,932
322500,Wigram North,Canterbury,masked,masked,masked,masked,masked
322600,Holmwood,Canterbury,60,59,masked,>950,>950
322700,Wharenui,Canterbury,170,168,183,929,918
322800,Wigram West,Canterbury,masked,masked,masked,masked,masked
322900,Awatea South,Canterbury,masked,masked,masked,masked,masked
323000,Merivale,Canterbury,93,89,masked,>950,>950
323100,Mairehau South,Canterbury,245,237,264,928,898
323200,Mona Vale,Canterbury,66,66,70,943,943
323300,Riccarton West,Canterbury,234,220,248,944,887
323400,Shirley West,Canterbury,374,359,429,872,837
323500,Middleton,Canterbury,masked,masked,masked,masked,masked
323600,Wigram South,Canterbury,masked,masked,masked,masked,masked
323700,Queenspark,Canterbury,273,265,298,916,889
323800,St Albans North,Canterbury,118,116,134,881,866
323900,St Albans West,Canterbury,130,124,masked,>950,>950
324000,Travis Wetlands,Canterbury,145,142,157,924,904
324100,Wigram East,Canterbury,masked,masked,masked,masked,masked
324200,Riccarton Central,Canterbury,masked,masked,masked,masked,masked
324300,Oaklands West,Canterbury,114,111,masked,>950,>950
324400,Riccarton South,Canterbury,163,153,180,906,850
324500,Halswell West,Canterbury,160,159,masked,>950,>950
324600,Shirley East,Canterbury,182,179,197,924,909
324700,Broken Run,Canterbury,masked,masked,masked,masked,masked
324800,St Albans East,Canterbury,181,177,207,874,855
324900,Hagley Park,Canterbury,masked,masked,masked,masked,masked
325000,Hillmorton,Canterbury,178,175,masked,>950,>950
325100,Parklands,Canterbury,419,401,masked,>950,>950
325200,Riccarton East,Canterbury,52,51,masked,>950,>950
325300,Edgeware,Canterbury,263,254,288,913,882
325400,Aidanfield,Canterbury,90,90,98,918,918
325500,Tower Junction,Canterbury,masked,masked,masked,masked,masked
325600,Burwood,Canterbury,323,314,352,918,892
325700,Christchurch Central-West,Canterbury,98,94,105,933,895
325800,Christchurch Central-North,Canterbury,174,170,192,906,885
325900,Richmond North (Christchurch City),Canterbury,187,173,203,921,852
326000,Waimairi Beach,Canterbury,68,66,masked,>950,>950
326100,Addington West,Canterbury,175,171,198,884,864
326200,Otakaro-Avon River Corridor,Canterbury,masked,masked,masked,masked,masked
326300,Oaklands East,Canterbury,198,194,214,925,907
326400,Addington North,Canterbury,masked,masked,masked,masked,masked
326500,Dallington,Canterbury,216,203,233,927,871
326600,Christchurch Central,Canterbury,masked,masked,masked,masked,masked
326700,Hoon Hay West,Canterbury,366,348,masked,>950,>950
326800,Richmond South (Christchurch City),Canterbury,200,193,212,943,910
326900,Spreydon West,Canterbury,247,239,269,918,888
327000,Christchurch Central-East,Canterbury,212,208,masked,>950,>950
327100,Christchurch Central-South,Canterbury,57,54,masked,>950,>950
327200,North Beach,Canterbury,427,417,461,926,905
327300,Halswell North,Canterbury,76,75,masked,>950,>950
327400,Addington East,Canterbury,253,241,275,920,876
327500,Avondale (Christchurch City),Canterbury,244,238,265,921,898
327600,Spreydon North,Canterbury,319,310,348,917,891
327700,Hoon Hay East,Canterbury,190,185,202,941,916
327800,Avonside,Canterbury,209,193,230,909,839
327900,Linwood West,Canterbury,435,406,526,827,772
328000,Halswell South,Canterbury,115,114,123,935,927
328100,Sydenham Central,Canterbury,masked,masked,masked,masked,masked
328200,Spreydon South,Canterbury,160,157,171,936,918
328300,Rawhiti ,Canterbury,298,283,321,928,882
328400,Wainoni,Canterbury,390,380,434,899,876
328500,Linwood North,Canterbury,360,333,400,900,833
328600,Aranui,Canterbury,830,788,972,854,811
328700,Sydenham West,Canterbury,93,91,101,921,901
328800,Lancaster Park,Canterbury,masked,masked,masked,masked,masked
328900,Phillipstown,Canterbury,461,438,491,939,892
329000,Kennedys Bush,Canterbury,masked,masked,masked,masked,masked
329100,Somerfield East,Canterbury,186,180,masked,>950,>950
329200,Somerfield West,Canterbury,141,139,masked,>950,>950
329300,Linwood East,Canterbury,293,283,317,924,893
329400,Sydenham North,Canterbury,161,154,177,910,870
329500,Hoon Hay South,Canterbury,84,84,masked,>950,>950
329600,Charleston (Christchurch City),Canterbury,160,146,177,904,825
329700,Sydenham South,Canterbury,153,147,165,927,891
329800,Bexley,Canterbury,415,398,483,859,824
329900,Waltham,Canterbury,151,146,161,938,907
330000,Westmorland,Canterbury,93,93,masked,>950,>950
330100,Woolston North,Canterbury,408,381,430,949,886
330200,New Brighton,Canterbury,294,282,324,907,870
330300,Cashmere West,Canterbury,98,96,masked,>950,>950
330400,Bromley South,Canterbury,373,354,masked,>950,>950
330500,Ensors,Canterbury,201,193,223,901,865
330600,Beckenham,Canterbury,86,84,masked,>950,>950
330700,Bromley North,Canterbury,masked,masked,masked,masked,masked
330800,St Martins,Canterbury,140,135,161,870,839
330900,Opawa,Canterbury,67,66,74,905,892
331000,Woolston West,Canterbury,155,146,165,939,885
331100,Woolston East,Canterbury,305,293,329,927,891
331200,Huntsbury,Canterbury,94,92,masked,>950,>950
331300,Cashmere East,Canterbury,102,101,masked,>950,>950
331400,Hillsborough (Christchurch City),Canterbury,148,143,masked,>950,>950
331500,Woolston South,Canterbury,46,42,masked,>950,>950
331600,Port Hills,Canterbury,masked,masked,masked,masked,masked
331700,South New Brighton,Canterbury,294,278,323,910,861
331800,Brookhaven-Ferrymead,Canterbury,93,88,masked,>950,>950
331900,Heathcote Valley,Canterbury,114,112,masked,>950,>950
332000,Mount Pleasant,Canterbury,104,103,masked,>950,>950
332100,Redcliffs,Canterbury,79,78,85,929,918
332200,Governors Bay,Canterbury,masked,masked,masked,masked,masked
332400,Clifton Hill,Canterbury,47,47,masked,>950,>950
332500,Lyttelton,Canterbury,253,249,masked,>950,>950
332700,Sumner,Canterbury,119,117,masked,>950,>950
332800,Teddington,Canterbury,masked,masked,masked,masked,masked
332900,Diamond Harbour,Canterbury,51,49,masked,>950,>950
333100,Banks Peninsula South,Canterbury,75,71,80,938,888
333200,Eastern Bays-Banks Peninsula,Canterbury,51,49,masked,>950,>950
333300,Akaroa Harbour,Canterbury,masked,masked,masked,masked,masked
333500,Akaroa,Canterbury,masked,masked,masked,masked,masked
333600,Craigieburn,Canterbury,masked,masked,masked,masked,masked
333700,Torlesse,Canterbury,71,68,masked,>950,>950
333800,Glenroy-Hororata,Canterbury,50,49,masked,>950,>950
333900,Glentunnel,Canterbury,masked,masked,masked,masked,masked
334000,Darfield,Canterbury,106,103,masked,>950,>950
334100,Kirwee,Canterbury,masked,masked,masked,masked,masked
334200,Bankside,Canterbury,54,53,61,885,869
334300,Charing Cross,Canterbury,49,46,masked,>950,>950
334400,Halkett,Canterbury,44,44,47,936,936
334500,Newtons Road,Canterbury,157,152,168,935,905
334600,West Melton,Canterbury,91,90,masked,>950,>950
334700,Burnham Camp,Canterbury,114,114,masked,>950,>950
334800,Rolleston Izone,Canterbury,masked,masked,masked,masked,masked
334900,Rolleston North West,Canterbury,221,218,masked,>950,>950
335000,Springston,Canterbury,95,94,101,941,931
335100,Rolleston Central,Canterbury,216,213,masked,>950,>950
335200,Rolleston North East,Canterbury,293,289,masked,>950,>950
335300,Rolleston South West,Canterbury,237,233,masked,>950,>950
335400,Southbridge,Canterbury,143,141,157,911,898
335500,Rolleston South East,Canterbury,403,399,masked,>950,>950
335600,Trents,Canterbury,77,75,83,928,904
335700,Prebbleton,Canterbury,136,132,masked,>950,>950
335800,Irwell,Canterbury,77,72,masked,>950,>950
335900,Ladbrooks,Canterbury,72,72,masked,>950,>950
336000,Lincoln West,Canterbury,143,142,masked,>950,>950
336100,Lincoln East,Canterbury,156,155,masked,>950,>950
336200,Leeston,Canterbury,143,140,masked,>950,>950
336300,Tai Tapu,Canterbury,56,55,masked,>950,>950
336400,Motukarara,Canterbury,masked,masked,masked,masked,masked
336600,Ashburton Lakes,Canterbury,masked,masked,masked,masked,masked
336700,Cairnbrae,Canterbury,masked,masked,masked,masked,masked
336800,Ashburton Forks,Canterbury,54,51,62,871,823
336900,Methven,Canterbury,78,77,masked,>950,>950
337000,Ealing-Lowcliffe,Canterbury,67,66,73,918,904
337100,Eiffelton,Canterbury,75,71,masked,>950,>950
337200,Chertsey,Canterbury,83,82,masked,>950,>950
337300,Winchmore-Wakanui,Canterbury,48,42,masked,>950,>950
337400,Allenton North,Canterbury,103,96,116,888,828
337500,Allenton South,Canterbury,115,113,masked,>950,>950
337600,Rakaia,Canterbury,102,98,113,903,867
337700,Ashburton North,Canterbury,masked,masked,masked,masked,masked
337800,Allenton East,Canterbury,82,77,88,932,875
337900,Tinwald North,Canterbury,58,57,masked,>950,>950
338000,Ashburton Central,Canterbury,masked,masked,masked,masked,masked
338100,Ashburton West,Canterbury,masked,masked,masked,masked,masked
338200,Tinwald South,Canterbury,135,128,146,925,877
338300,Ashburton East,Canterbury,71,67,75,947,893
338400,Netherby,Canterbury,160,146,184,870,793
338500,Hampstead,Canterbury,212,205,masked,>950,>950
338600,Ben McLeod,South Canterbury,masked,masked,masked,masked,masked
338700,Arundel,South Canterbury,masked,masked,masked,masked,masked
338800,Levels Valley,South Canterbury,masked,masked,masked,masked,masked
338900,Geraldine,South Canterbury,131,126,masked,>950,>950
339000,Rangitata,South Canterbury,57,57,63,905,905
339100,Waitohi (Timaru District),South Canterbury,92,89,107,860,832
339200,Pleasant Point,South Canterbury,89,86,114,781,754
339300,Temuka West,South Canterbury,175,166,194,902,856
339400,Hadlow,South Canterbury,42,41,masked,>950,>950
339500,Levels,South Canterbury,76,73,83,916,880
339600,Temuka East,South Canterbury,200,187,216,926,866
339700,Gleniti North,South Canterbury,masked,masked,masked,masked,masked
339800,Washdyke,South Canterbury,77,76,83,928,916
339900,Fairview,South Canterbury,78,76,86,907,884
340000,Gleniti South,South Canterbury,61,61,66,924,924
340100,Glenwood,South Canterbury,125,115,masked,>950,>950
340200,Marchwiel West,South Canterbury,85,80,103,825,777
340300,Marchwiel East,South Canterbury,124,118,139,892,849
340400,Highfield North,South Canterbury,87,84,102,853,824
340500,Highfield South,South Canterbury,66,62,masked,>950,>950
340600,Waimataitai-Maori Hill,South Canterbury,129,125,149,866,839
340700,Fraser Park,South Canterbury,145,134,157,924,854
340800,Seaview,South Canterbury,165,155,masked,>950,>950
341000,Watlington,South Canterbury,176,163,190,926,858
341100,Timaru Central,South Canterbury,43,42,47,915,894
341200,Timaru East,South Canterbury,masked,masked,masked,masked,masked
341300,Parkside,South Canterbury,170,163,186,914,876
