Week ending,Group,DHB of residence,Dose number,# doses administered
2021-05-09,Group 2,Auckland Metro,1,12870
2021-05-09,Group 2,Auckland Metro,2,10601
2021-05-09,Group 2,Bay of Plenty,1,2809
2021-05-09,Group 2,Bay of Plenty,2,693
2021-05-09,Group 2,Canterbury,1,4233
2021-05-09,Group 2,Canterbury,2,1572
2021-05-09,Group 2,Capital & Coast and Hutt Valley,1,3481
2021-05-09,Group 2,Capital & Coast and Hutt Valley,2,3513
2021-05-09,Group 2,Hawkes Bay,1,2189
2021-05-09,Group 2,Hawkes Bay,2,744
2021-05-09,Group 2,Lakes,1,881
2021-05-09,Group 2,Lakes,2,491
2021-05-09,Group 2,MidCentral,1,1976
2021-05-09,Group 2,MidCentral,2,327
2021-05-09,Group 2,Nelson Marlborough,1,731
2021-05-09,Group 2,Nelson Marlborough,2,1079
2021-05-09,Group 2,Northland,1,1988
2021-05-09,Group 2,Northland,2,1315
2021-05-09,Group 2,Overseas / Unknown,1,23
2021-05-09,Group 2,Overseas / Unknown,2,18
2021-05-09,Group 2,South Canterbury,1,630
2021-05-09,Group 2,South Canterbury,2,572
2021-05-09,Group 2,Southern,1,1622
2021-05-09,Group 2,Southern,2,2740
2021-05-09,Group 2,Tairawhiti,1,116
2021-05-09,Group 2,Tairawhiti,2,558
2021-05-09,Group 2,Taranaki,1,607
2021-05-09,Group 2,Taranaki,2,288
2021-05-09,Group 2,Waikato,1,3210
2021-05-09,Group 2,Waikato,2,1554
2021-05-09,Group 2,Wairarapa,1,490
2021-05-09,Group 2,Wairarapa,2,291
2021-05-09,Group 2,West Coast,1,406
2021-05-09,Group 2,West Coast,2,102
2021-05-09,Group 2,Whanganui,1,1074
2021-05-09,Group 2,Whanganui,2,454
2021-05-09,Group 3,Auckland Metro,1,1099
2021-05-09,Group 3,Auckland Metro,2,13
2021-05-09,Group 3,Bay of Plenty,1,1093
2021-05-09,Group 3,Canterbury,1,71
2021-05-09,Group 3,Canterbury,2,16
2021-05-09,Group 3,Capital & Coast and Hutt Valley,1,468
2021-05-09,Group 3,Capital & Coast and Hutt Valley,2,20
2021-05-09,Group 3,Hawkes Bay,1,20
2021-05-09,Group 3,Lakes,1,363
2021-05-09,Group 3,MidCentral,1,26
2021-05-09,Group 3,MidCentral,2,17
2021-05-09,Group 3,Nelson Marlborough,1,1545
2021-05-09,Group 3,Nelson Marlborough,2,764
2021-05-09,Group 3,Northland,1,258
2021-05-09,Group 3,Northland,2,17
2021-05-09,Group 3,South Canterbury,1,241
2021-05-09,Group 3,Southern,1,23
2021-05-09,Group 3,Southern,2,42
2021-05-09,Group 3,Waikato,1,652
2021-05-09,Group 3,Waikato,2,20
2021-05-09,Group 3,Wairarapa,1,32
2021-05-09,Group 3,West Coast,1,25
2021-05-09,Group 3,Whanganui,1,183
2021-05-16,Group 1,Auckland Metro,1,1045
2021-05-16,Group 1,Auckland Metro,2,1868
2021-05-16,Group 1,Bay of Plenty,1,43
2021-05-16,Group 1,Bay of Plenty,2,76
2021-05-16,Group 1,Canterbury,1,892
2021-05-16,Group 1,Canterbury,2,1128
2021-05-16,Group 1,Capital & Coast and Hutt Valley,1,343
2021-05-16,Group 1,Capital & Coast and Hutt Valley,2,209
2021-05-16,Group 1,Hawkes Bay,1,69
2021-05-16,Group 1,Hawkes Bay,2,27
2021-05-16,Group 1,Lakes,1,179
2021-05-16,Group 1,Lakes,2,144
2021-05-16,Group 1,MidCentral,1,23
2021-05-16,Group 1,MidCentral,2,63
2021-05-16,Group 1,Nelson Marlborough,1,44
2021-05-16,Group 1,Nelson Marlborough,2,61
2021-05-16,Group 1,Northland,1,12
2021-05-16,Group 1,Northland,2,33
2021-05-16,Group 1,South Canterbury,1,7
2021-05-16,Group 1,South Canterbury,2,13
2021-05-16,Group 1,Southern,1,112
2021-05-16,Group 1,Southern,2,624
2021-05-16,Group 1,Tairawhiti,1,15
2021-05-16,Group 1,Tairawhiti,2,15
2021-05-16,Group 1,Taranaki,1,7
2021-05-16,Group 1,Taranaki,2,26
2021-05-16,Group 1,Waikato,1,60
2021-05-16,Group 1,Waikato,2,111
2021-05-16,Group 1,Wairarapa,2,7
2021-05-16,Group 1,Whanganui,2,11
2021-05-16,Group 2,Auckland Metro,1,14739
2021-05-16,Group 2,Auckland Metro,2,7785
2021-05-16,Group 2,Bay of Plenty,1,1076
2021-05-16,Group 2,Bay of Plenty,2,1579
2021-05-16,Group 2,Canterbury,1,4170
2021-05-16,Group 2,Canterbury,2,3344
2021-05-16,Group 2,Capital & Coast and Hutt Valley,1,4849
2021-05-16,Group 2,Capital & Coast and Hutt Valley,2,2034
2021-05-16,Group 2,Hawkes Bay,1,1399
2021-05-16,Group 2,Hawkes Bay,2,1158
2021-05-16,Group 2,Lakes,1,640
2021-05-16,Group 2,Lakes,2,1139
2021-05-16,Group 2,MidCentral,1,1640
2021-05-16,Group 2,MidCentral,2,802
2021-05-16,Group 2,Nelson Marlborough,1,831
2021-05-16,Group 2,Nelson Marlborough,2,1330
2021-05-16,Group 2,Northland,1,1879
2021-05-16,Group 2,Northland,2,1324
2021-05-16,Group 2,Overseas / Unknown,1,14
2021-05-16,Group 2,Overseas / Unknown,2,37
2021-05-16,Group 2,South Canterbury,1,297
2021-05-16,Group 2,South Canterbury,2,698
2021-05-16,Group 2,Southern,1,2034
2021-05-16,Group 2,Southern,2,2975
2021-05-16,Group 2,Tairawhiti,1,285
2021-05-16,Group 2,Tairawhiti,2,594
2021-05-16,Group 2,Taranaki,1,621
2021-05-16,Group 2,Taranaki,2,176
2021-05-16,Group 2,Waikato,1,2751
2021-05-16,Group 2,Waikato,2,2474
2021-05-16,Group 2,Wairarapa,1,516
2021-05-16,Group 2,Wairarapa,2,510
2021-05-16,Group 2,West Coast,1,381
2021-05-16,Group 2,West Coast,2,246
2021-05-16,Group 2,Whanganui,1,514
2021-05-16,Group 2,Whanganui,2,587
2021-05-16,Group 3,Auckland Metro,1,1821
2021-05-16,Group 3,Auckland Metro,2,20
2021-05-16,Group 3,Bay of Plenty,1,1890
2021-05-16,Group 3,Canterbury,1,95
2021-05-16,Group 3,Canterbury,2,22
2021-05-16,Group 3,Capital & Coast and Hutt Valley,1,641
2021-05-16,Group 3,Capital & Coast and Hutt Valley,2,52
2021-05-16,Group 3,Hawkes Bay,1,89
2021-05-16,Group 3,Hawkes Bay,2,49
2021-05-16,Group 3,Lakes,1,333
2021-05-16,Group 3,Lakes,2,5
2021-05-16,Group 3,MidCentral,1,633
2021-05-16,Group 3,MidCentral,2,6
2021-05-16,Group 3,Nelson Marlborough,1,1342
2021-05-16,Group 3,Nelson Marlborough,2,914
2021-05-16,Group 3,Northland,1,256
2021-05-16,Group 3,Northland,2,22
2021-05-16,Group 3,Overseas / Unknown,1,27
2021-05-16,Group 3,South Canterbury,1,133
2021-05-16,Group 3,Southern,1,118
2021-05-16,Group 3,Southern,2,130
2021-05-16,Group 3,Tairawhiti,1,6
2021-05-16,Group 3,Taranaki,1,28
2021-05-16,Group 3,Waikato,1,760
2021-05-16,Group 3,Waikato,2,54
2021-05-16,Group 3,Wairarapa,1,99
2021-05-16,Group 3,West Coast,1,196
2021-05-16,Group 3,Whanganui,1,222
2021-05-23,Group 1,Auckland Metro,1,713
2021-05-23,Group 1,Auckland Metro,2,2022
2021-05-23,Group 1,Bay of Plenty,1,34
2021-05-23,Group 1,Bay of Plenty,2,84
2021-05-23,Group 1,Canterbury,1,383
2021-05-23,Group 1,Canterbury,2,1030
2021-05-23,Group 1,Capital & Coast and Hutt Valley,1,223
2021-05-23,Group 1,Capital & Coast and Hutt Valley,2,223
2021-05-23,Group 1,Hawkes Bay,1,8
2021-05-23,Group 1,Hawkes Bay,2,25
2021-05-23,Group 1,Lakes,1,11
2021-05-23,Group 1,Lakes,2,253
2021-05-23,Group 1,MidCentral,1,12
2021-05-23,Group 1,MidCentral,2,65
2021-05-23,Group 1,Nelson Marlborough,1,18
2021-05-23,Group 1,Nelson Marlborough,2,61
2021-05-23,Group 1,Northland,2,33
2021-05-23,Group 1,South Canterbury,1,5
2021-05-23,Group 1,South Canterbury,2,13
2021-05-23,Group 1,Southern,1,84
2021-05-23,Group 1,Southern,2,203
2021-05-23,Group 1,Tairawhiti,1,9
2021-05-23,Group 1,Tairawhiti,2,10
2021-05-23,Group 1,Taranaki,2,12
2021-05-23,Group 1,Waikato,1,31
2021-05-23,Group 1,Waikato,2,75
2021-05-23,Group 1,Whanganui,1,24
2021-05-23,Group 1,Whanganui,2,10
2021-05-23,Group 2,Auckland Metro,1,9884
2021-05-23,Group 2,Auckland Metro,2,7247
2021-05-23,Group 2,Bay of Plenty,1,1018
2021-05-23,Group 2,Bay of Plenty,2,1587
2021-05-23,Group 2,Canterbury,1,2099
2021-05-23,Group 2,Canterbury,2,4900
2021-05-23,Group 2,Capital & Coast and Hutt Valley,1,1275
2021-05-23,Group 2,Capital & Coast and Hutt Valley,2,2399
2021-05-23,Group 2,Hawkes Bay,1,646
2021-05-23,Group 2,Hawkes Bay,2,1370
2021-05-23,Group 2,Lakes,1,444
2021-05-23,Group 2,Lakes,2,657
2021-05-23,Group 2,MidCentral,1,1615
2021-05-23,Group 2,MidCentral,2,1162
2021-05-23,Group 2,Nelson Marlborough,1,387
2021-05-23,Group 2,Nelson Marlborough,2,1109
2021-05-23,Group 2,Northland,1,1066
2021-05-23,Group 2,Northland,2,1853
2021-05-23,Group 2,Overseas / Unknown,1,14
2021-05-23,Group 2,Overseas / Unknown,2,21
2021-05-23,Group 2,South Canterbury,1,211
2021-05-23,Group 2,South Canterbury,2,598
2021-05-23,Group 2,Southern,1,1851
2021-05-23,Group 2,Southern,2,1862
2021-05-23,Group 2,Tairawhiti,1,350
2021-05-23,Group 2,Tairawhiti,2,216
2021-05-23,Group 2,Taranaki,1,306
2021-05-23,Group 2,Taranaki,2,319
2021-05-23,Group 2,Waikato,1,2308
2021-05-23,Group 2,Waikato,2,2248
2021-05-23,Group 2,Wairarapa,1,135
2021-05-23,Group 2,Wairarapa,2,400
2021-05-23,Group 2,West Coast,1,255
2021-05-23,Group 2,West Coast,2,325
2021-05-23,Group 2,Whanganui,1,517
2021-05-23,Group 2,Whanganui,2,812
2021-05-23,Group 3,Auckland Metro,1,4711
2021-05-23,Group 3,Auckland Metro,2,272
2021-05-23,Group 3,Bay of Plenty,1,2434
2021-05-23,Group 3,Canterbury,1,304
2021-05-23,Group 3,Canterbury,2,17
2021-05-23,Group 3,Capital & Coast and Hutt Valley,1,812
2021-05-23,Group 3,Capital & Coast and Hutt Valley,2,73
2021-05-23,Group 3,Hawkes Bay,1,483
2021-05-23,Group 3,Lakes,1,1022
2021-05-23,Group 3,Lakes,2,64
2021-05-23,Group 3,MidCentral,1,584
2021-05-23,Group 3,MidCentral,2,6
2021-05-23,Group 3,Nelson Marlborough,1,1921
2021-05-23,Group 3,Nelson Marlborough,2,429
2021-05-23,Group 3,Northland,1,785
2021-05-23,Group 3,Northland,2,439
2021-05-23,Group 3,Overseas / Unknown,1,16
2021-05-23,Group 3,South Canterbury,1,45
2021-05-23,Group 3,South Canterbury,2,7
2021-05-23,Group 3,Southern,1,1018
2021-05-23,Group 3,Southern,2,59
2021-05-23,Group 3,Tairawhiti,1,151
2021-05-23,Group 3,Taranaki,1,226
2021-05-23,Group 3,Waikato,1,1509
2021-05-23,Group 3,Waikato,2,159
2021-05-23,Group 3,Wairarapa,1,397
2021-05-23,Group 3,Wairarapa,2,21
2021-05-23,Group 3,West Coast,1,513
2021-05-23,Group 3,West Coast,2,6
2021-05-23,Group 3,Whanganui,1,420
2021-05-23,Group 3,Whanganui,2,6
2021-05-23,Group 4,Auckland Metro,1,4089
2021-05-23,Group 4,Bay of Plenty,1,165
2021-05-23,Group 4,Canterbury,1,178
2021-05-23,Group 4,Capital & Coast and Hutt Valley,1,90
2021-05-23,Group 4,Hawkes Bay,1,353
2021-05-23,Group 4,Lakes,1,74
2021-05-23,Group 4,MidCentral,1,93
2021-05-23,Group 4,Nelson Marlborough,1,28
2021-05-23,Group 4,Northland,1,166
2021-05-23,Group 4,South Canterbury,1,15
2021-05-23,Group 4,Southern,1,228
2021-05-23,Group 4,Tairawhiti,1,17
2021-05-23,Group 4,Taranaki,1,108
2021-05-23,Group 4,Waikato,1,188
2021-05-23,Group 4,Wairarapa,1,14
2021-05-23,Group 4,West Coast,1,110
2021-05-23,Group 4,Whanganui,1,86
2021-05-30,Group 1,Auckland Metro,1,404
2021-05-30,Group 1,Auckland Metro,2,1761
2021-05-30,Group 1,Bay of Plenty,1,68
2021-05-30,Group 1,Bay of Plenty,2,105
2021-05-30,Group 1,Canterbury,1,283
2021-05-30,Group 1,Canterbury,2,914
2021-05-30,Group 1,Capital & Coast and Hutt Valley,1,148
2021-05-30,Group 1,Capital & Coast and Hutt Valley,2,429
2021-05-30,Group 1,Hawkes Bay,1,35
2021-05-30,Group 1,Hawkes Bay,2,14
2021-05-30,Group 1,Lakes,1,33
2021-05-30,Group 1,Lakes,2,238
2021-05-30,Group 1,MidCentral,1,21
2021-05-30,Group 1,MidCentral,2,25
2021-05-30,Group 1,Nelson Marlborough,1,11
2021-05-30,Group 1,Nelson Marlborough,2,63
2021-05-30,Group 1,Northland,1,13
2021-05-30,Group 1,Northland,2,16
2021-05-30,Group 1,Southern,1,74
2021-05-30,Group 1,Southern,2,94
2021-05-30,Group 1,Tairawhiti,1,15
2021-05-30,Group 1,Tairawhiti,2,16
2021-05-30,Group 1,Taranaki,1,26
2021-05-30,Group 1,Taranaki,2,17
2021-05-30,Group 1,Waikato,1,39
2021-05-30,Group 1,Waikato,2,105
2021-05-30,Group 1,Wairarapa,2,11
2021-05-30,Group 2,Auckland Metro,1,10210
2021-05-30,Group 2,Auckland Metro,2,11099
2021-05-30,Group 2,Bay of Plenty,1,846
2021-05-30,Group 2,Bay of Plenty,2,2525
2021-05-30,Group 2,Canterbury,1,2066
2021-05-30,Group 2,Canterbury,2,4613
2021-05-30,Group 2,Capital & Coast and Hutt Valley,1,598
2021-05-30,Group 2,Capital & Coast and Hutt Valley,2,3314
2021-05-30,Group 2,Hawkes Bay,1,695
2021-05-30,Group 2,Hawkes Bay,2,1724
2021-05-30,Group 2,Lakes,1,404
2021-05-30,Group 2,Lakes,2,818
2021-05-30,Group 2,MidCentral,1,1338
2021-05-30,Group 2,MidCentral,2,1429
2021-05-30,Group 2,Nelson Marlborough,1,285
2021-05-30,Group 2,Nelson Marlborough,2,819
2021-05-30,Group 2,Northland,1,432
2021-05-30,Group 2,Northland,2,1915
2021-05-30,Group 2,Overseas / Unknown,1,11
2021-05-30,Group 2,Overseas / Unknown,2,26
2021-05-30,Group 2,South Canterbury,1,94
2021-05-30,Group 2,South Canterbury,2,603
2021-05-30,Group 2,Southern,1,1058
2021-05-30,Group 2,Southern,2,1676
2021-05-30,Group 2,Tairawhiti,1,114
2021-05-30,Group 2,Tairawhiti,2,132
2021-05-30,Group 2,Taranaki,1,327
2021-05-30,Group 2,Taranaki,2,516
2021-05-30,Group 2,Waikato,1,1922
2021-05-30,Group 2,Waikato,2,3132
2021-05-30,Group 2,Wairarapa,1,49
2021-05-30,Group 2,Wairarapa,2,597
2021-05-30,Group 2,West Coast,1,193
2021-05-30,Group 2,West Coast,2,389
2021-05-30,Group 2,Whanganui,1,164
2021-05-30,Group 2,Whanganui,2,985
2021-05-30,Group 3,Auckland Metro,1,6197
2021-05-30,Group 3,Auckland Metro,2,726
2021-05-30,Group 3,Bay of Plenty,1,3278
2021-05-30,Group 3,Bay of Plenty,2,472
2021-05-30,Group 3,Canterbury,1,751
2021-05-30,Group 3,Canterbury,2,47
2021-05-30,Group 3,Capital & Coast and Hutt Valley,1,1625
2021-05-30,Group 3,Capital & Coast and Hutt Valley,2,342
2021-05-30,Group 3,Hawkes Bay,1,2050
2021-05-30,Group 3,Hawkes Bay,2,5
2021-05-30,Group 3,Lakes,1,1054
2021-05-30,Group 3,Lakes,2,340
2021-05-30,Group 3,MidCentral,1,933
2021-05-30,Group 3,MidCentral,2,20
2021-05-30,Group 3,Nelson Marlborough,1,2134
2021-05-30,Group 3,Nelson Marlborough,2,902
2021-05-30,Group 3,Northland,1,1733
2021-05-30,Group 3,Northland,2,276
2021-05-30,Group 3,Overseas / Unknown,1,24
2021-05-30,Group 3,South Canterbury,1,104
2021-05-30,Group 3,South Canterbury,2,24
2021-05-30,Group 3,Southern,1,2929
2021-05-30,Group 3,Southern,2,28
2021-05-30,Group 3,Tairawhiti,1,429
2021-05-30,Group 3,Taranaki,1,256
2021-05-30,Group 3,Waikato,1,1550
2021-05-30,Group 3,Waikato,2,428
2021-05-30,Group 3,Wairarapa,1,370
2021-05-30,Group 3,Wairarapa,2,29
2021-05-30,Group 3,West Coast,1,504
2021-05-30,Group 3,West Coast,2,30
2021-05-30,Group 3,Whanganui,1,783
2021-05-30,Group 3,Whanganui,2,162
2021-05-30,Group 4,Auckland Metro,1,4991
2021-05-30,Group 4,Auckland Metro,2,9
2021-05-30,Group 4,Bay of Plenty,1,227
2021-05-30,Group 4,Canterbury,1,199
2021-05-30,Group 4,Capital & Coast and Hutt Valley,1,172
2021-05-30,Group 4,Hawkes Bay,1,1183
2021-05-30,Group 4,Lakes,1,232
2021-05-30,Group 4,MidCentral,1,289
2021-05-30,Group 4,Nelson Marlborough,1,93
2021-05-30,Group 4,Northland,1,736
2021-05-30,Group 4,Overseas / Unknown,1,24
2021-05-30,Group 4,South Canterbury,1,58
2021-05-30,Group 4,Southern,1,227
2021-05-30,Group 4,Tairawhiti,1,241
2021-05-30,Group 4,Taranaki,1,27
2021-05-30,Group 4,Waikato,1,434
2021-05-30,Group 4,Wairarapa,1,16
2021-05-30,Group 4,West Coast,1,42
2021-05-30,Group 4,Whanganui,1,106
2021-06-06,Group 1,Auckland Metro,1,364
2021-06-06,Group 1,Auckland Metro,2,1187
2021-06-06,Group 1,Bay of Plenty,1,34
2021-06-06,Group 1,Bay of Plenty,2,53
2021-06-06,Group 1,Canterbury,1,274
2021-06-06,Group 1,Canterbury,2,886
2021-06-06,Group 1,Capital & Coast and Hutt Valley,1,96
2021-06-06,Group 1,Capital & Coast and Hutt Valley,2,333
2021-06-06,Group 1,Hawkes Bay,1,13
2021-06-06,Group 1,Hawkes Bay,2,67
2021-06-06,Group 1,Lakes,1,29
2021-06-06,Group 1,Lakes,2,134
2021-06-06,Group 1,MidCentral,1,38
2021-06-06,Group 1,MidCentral,2,36
2021-06-06,Group 1,Nelson Marlborough,1,17
2021-06-06,Group 1,Nelson Marlborough,2,52
2021-06-06,Group 1,Northland,1,8
2021-06-06,Group 1,Northland,2,13
2021-06-06,Group 1,South Canterbury,2,8
2021-06-06,Group 1,Southern,1,107
2021-06-06,Group 1,Southern,2,89
2021-06-06,Group 1,Tairawhiti,2,13
2021-06-06,Group 1,Taranaki,1,13
2021-06-06,Group 1,Taranaki,2,10
2021-06-06,Group 1,Waikato,1,34
2021-06-06,Group 1,Waikato,2,67
2021-06-06,Group 1,Wairarapa,2,5
2021-06-06,Group 1,Whanganui,2,5
2021-06-06,Group 2,Auckland Metro,1,10686
2021-06-06,Group 2,Auckland Metro,2,12267
2021-06-06,Group 2,Bay of Plenty,1,1172
2021-06-06,Group 2,Bay of Plenty,2,1328
2021-06-06,Group 2,Canterbury,1,2208
2021-06-06,Group 2,Canterbury,2,3115
2021-06-06,Group 2,Capital & Coast and Hutt Valley,1,731
2021-06-06,Group 2,Capital & Coast and Hutt Valley,2,3630
2021-06-06,Group 2,Hawkes Bay,1,291
2021-06-06,Group 2,Hawkes Bay,2,1806
2021-06-06,Group 2,Lakes,1,889
2021-06-06,Group 2,Lakes,2,621
2021-06-06,Group 2,MidCentral,1,536
2021-06-06,Group 2,MidCentral,2,1529
2021-06-06,Group 2,Nelson Marlborough,1,132
2021-06-06,Group 2,Nelson Marlborough,2,824
2021-06-06,Group 2,Northland,1,436
2021-06-06,Group 2,Northland,2,1765
2021-06-06,Group 2,Overseas / Unknown,1,12
2021-06-06,Group 2,Overseas / Unknown,2,7
2021-06-06,Group 2,South Canterbury,1,26
2021-06-06,Group 2,South Canterbury,2,281
2021-06-06,Group 2,Southern,1,1316
2021-06-06,Group 2,Southern,2,1582
2021-06-06,Group 2,Tairawhiti,1,73
2021-06-06,Group 2,Tairawhiti,2,268
2021-06-06,Group 2,Taranaki,1,279
2021-06-06,Group 2,Taranaki,2,536
2021-06-06,Group 2,Waikato,1,1081
2021-06-06,Group 2,Waikato,2,2608
2021-06-06,Group 2,Wairarapa,1,107
2021-06-06,Group 2,Wairarapa,2,553
2021-06-06,Group 2,West Coast,1,92
2021-06-06,Group 2,West Coast,2,378
2021-06-06,Group 2,Whanganui,1,146
2021-06-06,Group 2,Whanganui,2,583
2021-06-06,Group 3,Auckland Metro,1,8827
2021-06-06,Group 3,Auckland Metro,2,1366
2021-06-06,Group 3,Bay of Plenty,1,3100
2021-06-06,Group 3,Bay of Plenty,2,1616
2021-06-06,Group 3,Canterbury,1,746
2021-06-06,Group 3,Canterbury,2,68
2021-06-06,Group 3,Capital & Coast and Hutt Valley,1,1733
2021-06-06,Group 3,Capital & Coast and Hutt Valley,2,599
2021-06-06,Group 3,Hawkes Bay,1,3704
2021-06-06,Group 3,Hawkes Bay,2,66
2021-06-06,Group 3,Lakes,1,1672
2021-06-06,Group 3,Lakes,2,305
2021-06-06,Group 3,MidCentral,1,1313
2021-06-06,Group 3,MidCentral,2,550
2021-06-06,Group 3,Nelson Marlborough,1,1928
2021-06-06,Group 3,Nelson Marlborough,2,1456
2021-06-06,Group 3,Northland,1,2489
2021-06-06,Group 3,Northland,2,194
2021-06-06,Group 3,Overseas / Unknown,1,23
2021-06-06,Group 3,Overseas / Unknown,2,6
2021-06-06,Group 3,South Canterbury,1,2182
2021-06-06,Group 3,South Canterbury,2,241
2021-06-06,Group 3,Southern,1,4978
2021-06-06,Group 3,Southern,2,60
2021-06-06,Group 3,Tairawhiti,1,540
2021-06-06,Group 3,Taranaki,1,265
2021-06-06,Group 3,Taranaki,2,18
2021-06-06,Group 3,Waikato,1,1954
2021-06-06,Group 3,Waikato,2,520
2021-06-06,Group 3,Wairarapa,1,599
2021-06-06,Group 3,Wairarapa,2,102
2021-06-06,Group 3,West Coast,1,515
2021-06-06,Group 3,West Coast,2,192
2021-06-06,Group 3,Whanganui,1,1515
2021-06-06,Group 3,Whanganui,2,197
2021-06-06,Group 4,Auckland Metro,1,6145
2021-06-06,Group 4,Auckland Metro,2,8
2021-06-06,Group 4,Bay of Plenty,1,217
2021-06-06,Group 4,Canterbury,1,335
2021-06-06,Group 4,Capital & Coast and Hutt Valley,1,149
2021-06-06,Group 4,Hawkes Bay,1,1016
2021-06-06,Group 4,Hawkes Bay,2,6
2021-06-06,Group 4,Lakes,1,135
2021-06-06,Group 4,MidCentral,1,137
2021-06-06,Group 4,Nelson Marlborough,1,33
2021-06-06,Group 4,Northland,1,692
2021-06-06,Group 4,Overseas / Unknown,1,19
2021-06-06,Group 4,South Canterbury,1,117
2021-06-06,Group 4,Southern,1,301
2021-06-06,Group 4,Tairawhiti,1,140
2021-06-06,Group 4,Taranaki,1,21
2021-06-06,Group 4,Waikato,1,489
2021-06-06,Group 4,Wairarapa,1,34
2021-06-06,Group 4,West Coast,1,91
2021-06-06,Group 4,Whanganui,1,75
2021-06-13,Group 1,Auckland Metro,1,319
2021-06-13,Group 1,Auckland Metro,2,677
2021-06-13,Group 1,Bay of Plenty,1,44
2021-06-13,Group 1,Bay of Plenty,2,40
2021-06-13,Group 1,Canterbury,1,198
2021-06-13,Group 1,Canterbury,2,481
2021-06-13,Group 1,Capital & Coast and Hutt Valley,1,73
2021-06-13,Group 1,Capital & Coast and Hutt Valley,2,232
2021-06-13,Group 1,Hawkes Bay,1,9
2021-06-13,Group 1,Hawkes Bay,2,15
2021-06-13,Group 1,Lakes,1,43
2021-06-13,Group 1,Lakes,2,37
2021-06-13,Group 1,MidCentral,1,13
2021-06-13,Group 1,MidCentral,2,12
2021-06-13,Group 1,Nelson Marlborough,1,9
2021-06-13,Group 1,Nelson Marlborough,2,45
2021-06-13,Group 1,Northland,1,12
2021-06-13,Group 1,Northland,2,10
2021-06-13,Group 1,Southern,1,50
2021-06-13,Group 1,Southern,2,109
2021-06-13,Group 1,Tairawhiti,2,8
2021-06-13,Group 1,Taranaki,2,5
2021-06-13,Group 1,Waikato,1,22
2021-06-13,Group 1,Waikato,2,41
2021-06-13,Group 1,Whanganui,2,24
2021-06-13,Group 2,Auckland Metro,1,10997
2021-06-13,Group 2,Auckland Metro,2,9919
2021-06-13,Group 2,Bay of Plenty,1,394
2021-06-13,Group 2,Bay of Plenty,2,948
2021-06-13,Group 2,Canterbury,1,2806
2021-06-13,Group 2,Canterbury,2,2442
2021-06-13,Group 2,Capital & Coast and Hutt Valley,1,416
2021-06-13,Group 2,Capital & Coast and Hutt Valley,2,1937
2021-06-13,Group 2,Hawkes Bay,1,327
2021-06-13,Group 2,Hawkes Bay,2,657
2021-06-13,Group 2,Lakes,1,875
2021-06-13,Group 2,Lakes,2,259
2021-06-13,Group 2,MidCentral,1,577
2021-06-13,Group 2,MidCentral,2,1163
2021-06-13,Group 2,Nelson Marlborough,1,354
2021-06-13,Group 2,Nelson Marlborough,2,463
2021-06-13,Group 2,Northland,1,1007
2021-06-13,Group 2,Northland,2,1254
2021-06-13,Group 2,Overseas / Unknown,2,8
2021-06-13,Group 2,South Canterbury,1,45
2021-06-13,Group 2,South Canterbury,2,161
2021-06-13,Group 2,Southern,1,1213
2021-06-13,Group 2,Southern,2,1536
2021-06-13,Group 2,Tairawhiti,1,106
2021-06-13,Group 2,Tairawhiti,2,349
2021-06-13,Group 2,Taranaki,1,162
2021-06-13,Group 2,Taranaki,2,325
2021-06-13,Group 2,Waikato,1,1061
2021-06-13,Group 2,Waikato,2,1812
2021-06-13,Group 2,Wairarapa,1,16
2021-06-13,Group 2,Wairarapa,2,130
2021-06-13,Group 2,West Coast,1,88
2021-06-13,Group 2,West Coast,2,237
2021-06-13,Group 2,Whanganui,1,92
2021-06-13,Group 2,Whanganui,2,477
2021-06-13,Group 3,Auckland Metro,1,7395
2021-06-13,Group 3,Auckland Metro,2,2625
2021-06-13,Group 3,Bay of Plenty,1,2480
2021-06-13,Group 3,Bay of Plenty,2,2084
2021-06-13,Group 3,Canterbury,1,798
2021-06-13,Group 3,Canterbury,2,222
2021-06-13,Group 3,Capital & Coast and Hutt Valley,1,1998
2021-06-13,Group 3,Capital & Coast and Hutt Valley,2,561
2021-06-13,Group 3,Hawkes Bay,1,2416
2021-06-13,Group 3,Hawkes Bay,2,408
2021-06-13,Group 3,Lakes,1,1558
2021-06-13,Group 3,Lakes,2,772
2021-06-13,Group 3,MidCentral,1,1431
2021-06-13,Group 3,MidCentral,2,483
2021-06-13,Group 3,Nelson Marlborough,1,2171
2021-06-13,Group 3,Nelson Marlborough,2,1303
2021-06-13,Group 3,Northland,1,2710
2021-06-13,Group 3,Northland,2,478
2021-06-13,Group 3,Overseas / Unknown,1,11
2021-06-13,Group 3,Overseas / Unknown,2,11
2021-06-13,Group 3,South Canterbury,1,1446
2021-06-13,Group 3,South Canterbury,2,130
2021-06-13,Group 3,Southern,1,2679
2021-06-13,Group 3,Southern,2,749
2021-06-13,Group 3,Tairawhiti,1,578
2021-06-13,Group 3,Tairawhiti,2,135
2021-06-13,Group 3,Taranaki,1,487
2021-06-13,Group 3,Taranaki,2,139
2021-06-13,Group 3,Waikato,1,1804
2021-06-13,Group 3,Waikato,2,1000
2021-06-13,Group 3,Wairarapa,1,358
2021-06-13,Group 3,Wairarapa,2,361
2021-06-13,Group 3,West Coast,1,296
2021-06-13,Group 3,West Coast,2,271
